,排名,代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,一個月走勢圖,三個月走勢圖,一年走勢圖,三年走勢圖
34,35,2227,裕日車,市,12/26,,282,-2.5,-0.88,72,20.2,284.5,283,284,281.5,0.88,12.8,4.27,,,,
35,36,2729,瓦城,櫃,12/26,,278,+3,+1.09,21,5.88,275,275,278,275,1.09,17.8,3.26,,,,
36,37,8464,億豐,市,12/26,,277,0,0,165,45.6,277,277,277,275,0.72,18.8,6.35,,,,
37,38,3131,弘塑,櫃,12/26,,276,-1,-0.36,367,101,277,279.5,279.5,272,2.71,28.1,3.02,,,,
38,39,2049,上銀,市,12/26,,275,-3,-1.08,1236,340,278,275.5,277.5,273.5,1.44,31.6,3.59,,,,
39,40,6414,樺漢,市,12/26,,249,-1.5,-0.6,302,75.3,250.5,251,251.5,248,1.4,20.2,2.54,,,,
40,41,2231,為升,市,12/26,,248.5,+4,+1.64,1106,276,244.5,245.5,253,245.5,3.07,26.8,7.55,,,,
41,42,3611,鼎翰,櫃,12/26,,244,0,0,42,10.4,244,245,246,244,0.82,13.8,3.55,,,,
42,43,3443,創意,市,12/26,,243.5,-0.5,-0.2,533,130,244,243.5,245,242,1.23,51.4,8.05,,,,
43,44,2474,可成,市,12/26,,243,0,0,1539,373,243,243,244,241.5,1.03,12.7,1.25,,,,
44,45,8341,日友,市,12/26,,242.5,+3,+1.25,155,37.6,239.5,239.5,242.5,239.5,1.25,27.2,9.69,,,,
45,46,8437,大地-KY,櫃,12/26,,241,+3,+1.26,13,3.05,238,238.5,241,238.5,1.05,18.6,4.57,,,,
46,47,5287,數字,櫃,12/26,,240,0,0,10,2.48,240,240,240,240,0,17.6,6.31,,,,
47,48,4137,麗豐-KY,市,12/26,,239,-0.5,-0.21,368,88.3,239.5,240,241.5,239,1.04,13.8,4.67,,,,
48,49,6462,神盾,櫃,12/26,,237.5,+2,+0.85,1382,328,235.5,236.5,239,236,1.27,26.6,6.39,,,,
49,50,2379,瑞昱,市,12/26,,235.5,0,0,1435,337,235.5,236.5,237,233.5,1.49,19.2,4.49,,,,
50,51,2357,華碩,市,12/26,,234.5,+2,+0.86,536,125,232.5,232.5,234.5,232.5,0.86,26.1,1.04,,,,
51,52,3653,健策,市,12/26,,229.5,+14.5,+6.74,9590,2137,215,216,231,214,7.91,39.8,4.86,,,,
52,53,3324,雙鴻,櫃,12/26,,222,+6,+2.78,8956,1985,216,217.5,224,217.5,3.01,21.2,6.01,,,,
53,54,3665,貿聯-KY,市,12/26,,222,-2.5,-1.11,3071,689,224.5,226,227,221,2.67,14.6,2.8,,,,
54,55,1264,德麥,櫃,12/26,,221,0,0,16,3.5,221,221,221.5,221,0.23,16.2,3.31,,,,
55,56,3034,聯詠,市,12/26,,221,+2,+0.91,2992,659,219,220.5,221,219.5,0.68,16.4,4.31,,,,
56,57,3661,世芯-KY,市,12/26,,221,-6,-2.64,3303,738,227,226.5,227,221,2.64,59.9,4.12,,,,
57,58,1256,鮮活果汁-KY,市,12/26,,220,+1,+0.46,29,6.41,219,219,221,219,0.91,14.3,3.8,,,,
58,59,4947,昂寶-KY,櫃,12/26,,219.5,+0.5,+0.23,4411,968,219,217,226.5,214.5,5.48,21.2,3.18,,,,
59,60,5903,全家,櫃,12/26,,218,-2,-0.91,44,9.64,220,220,220,218,0.91,28.5,8.83,,,,
60,61,6146,耕興,櫃,12/26,,218,-1.5,-0.68,46,10.1,219.5,220.5,220.5,218,1.14,30.3,5.85,,,,
61,62,6561,是方,櫃,12/26,,218,0,0,24,5.28,218,217,218,216.5,0.69,28.5,5.57,,,,
62,63,6683,雍智科技,櫃,12/26,,215.5,+19.5,+9.95,3240,680,196,201,215.5,201,7.4,30.3,4.48,,,,
63,64,8406,金可-KY,櫃,12/26,,212.5,-0.5,-0.23,219,46.7,213,213,215,212,1.41,18.9,1.88,,,,
64,65,9921,巨大,市,12/26,,211.5,-0.5,-0.24,100,21.1,212,212,212,210.5,0.71,22.3,3.72,,,,
65,66,6452,康友-KY,市,12/26,,210,-2.5,-1.18,878,185,212.5,213,213.5,209.5,1.88,14.8,2.2,,,,
66,67,6803,崑鼎,櫃,12/26,,210,+0.5,+0.24,17,3.49,209.5,209.5,210,209.5,0.24,17.4,2.92,,,,
67,68,2492,華新科,市,12/26,,208.5,-3,-1.42,15184,3203,211.5,212.5,215,206.5,4.02,9.75,3.13,,,,
68,69,8462,柏文,市,12/26,,205.5,+3,+1.48,246,50.5,202.5,204,207.5,203.5,1.98,27.5,7.42,,,,
69,70,2404,漢唐,市,12/26,,197.5,+2,+1.02,1538,302,195.5,196,198,195,1.53,13.6,4.9,,,,
70,71,6538,倉和,櫃,12/26,,197,-3.5,-1.75,815,162,200.5,200.5,203,196.5,3.24,27.3,4.54,,,,
71,72,9910,豐泰,市,12/26,,197,0,0,305,60,197,198,198,196.5,0.76,22.5,8.77,,,,
72,73,1707,葡萄王,市,12/26,,193,+1,+0.52,206,39.6,192,192,193,191.5,0.78,20.4,4.56,,,,
73,74,5536,聖暉,櫃,12/26,,185.5,-0.5,-0.27,176,32.7,186,186.5,186.5,185.5,0.54,11.2,2.36,,,,
74,75,4439,冠星-KY,市,12/26,,185,-2,-1.07,63,11.7,187,186.5,186.5,185,0.8,19.7,2.95,,,,
75,76,6568,宏觀,櫃,12/26,,178.5,+0.5,+0.28,28,4.99,178,179.5,179.5,177.5,1.12,17.4,3.27,,,,
76,77,6670,復盛應用,市,12/26,,178.5,+0.5,+0.28,89,15.8,178,178,179,177.5,0.84,11.6,4.13,,,,
77,78,6679,鈺太,櫃,12/26,,178,+4,+2.3,818,144,174,175.5,178,173.5,2.59,51.6,7.11,,,,
78,79,3413,京鼎,市,12/26,,177.5,-6.5,-3.53,3233,581,184,183.5,184,177,3.8,25,3.67,,,,
79,80,6666,羅麗芬-KY,市,12/26,,174.5,+0.5,+0.29,25,4.41,174,173.5,175,173.5,0.86,16.7,4.75,,,,
80,81,8070,長華,市,12/26,,174.5,-0.5,-0.29,72,12.5,175,175,175,174,0.57,9.67,1.97,,,,
81,82,6426,統新,櫃,12/26,,173.5,-2.5,-1.42,4862,864,176,177,184.5,173.5,6.25,61.1,7.48,,,,
82,83,9914,美利達,市,12/26,,173.5,0,0,39,6.84,173.5,173.5,174.5,173.5,0.58,21.6,3.82,,,,
83,84,4968,立積,市,12/26,,173,+2.5,+1.47,5392,930,170.5,172.5,174,170.5,2.05,57.7,8.13,,,,
84,85,5263,智崴,櫃,12/26,,173,-1.5,-0.86,77,13.4,174.5,175,175,173,1.15,24,3.32,,,,
85,86,6491,晶碩,市,12/26,,173,0,0,75,13,173,173.5,174,172.5,0.87,20.4,4.36,,,,
86,87,2439,美律,市,12/26,,170.5,-2,-1.16,2433,418,172.5,173,174,170.5,2.03,10.7,2.91,,,,
87,88,3680,家登,櫃,12/26,,170,-5,-2.86,595,102,175,175,175,167,4.57,35.9,7.72,,,,
88,89,2707,晶華,市,12/26,,169.5,+0.5,+0.3,63,10.7,169,170,171,169,1.18,15.7,7.1,,,,
89,90,2732,六角,櫃,12/26,,169,+4,+2.42,523,88.7,165,166,171.5,166,3.33,19,4.5,,,,
90,91,4551,智伸科,市,12/26,,169,+1.5,+0.9,435,73.6,167.5,168.5,171,167,2.39,22.4,4.58,,,,
91,92,6613,朋億,櫃,12/26,,168,0,0,56,9.47,168,169,170.5,168,1.49,12,2.66,,,,
92,93,5289,宜鼎,櫃,12/26,,167.5,+4,+2.45,2319,387,163.5,163.5,171,163.5,4.59,14,3.16,,,,
93,94,8016,矽創,市,12/26,,167,-1.5,-0.89,1085,182,168.5,169.5,169.5,167,1.48,17.7,3.95,,,,
94,95,4943,康控-KY,市,12/26,,166,-0.5,-0.3,2762,457,166.5,167,168.5,164,2.7,46.5,4.72,,,,
95,96,6238,勝麗,櫃,12/26,,164,+2,+1.23,2584,425,162,163.5,167,162.5,2.78,26.2,4.23,,,,
96,97,3130,一零四,市,12/26,,161,-2,-1.23,4,0.65,163,162.5,162.5,161,0.92,19.4,3.74,,,,
97,98,1477,聚陽,市,12/26,,157.5,-1.5,-0.94,1078,170,159,159.5,159.5,157.5,1.26,18.4,3.94,,,,
98,99,2345,智邦,市,12/26,,157.5,-2.5,-1.56,4487,710,160,161,162,157,3.12,18.8,7.4,,,,
99,100,8422,可寧衛,市,12/26,,156.5,0,0,129,20.3,156.5,156.5,157,156,0.64,15.1,3.22,,,,
100,101,6569,醫揚,櫃,12/26,,153,-0.5,-0.33,18,2.76,153.5,153,153.5,153,0.33,16.3,3.51,,,,
101,102,4766,南寶,市,12/26,,152,-1.5,-0.98,53,8.09,153.5,153.5,153.5,152,0.98,17.7,1.88,,,,
102,103,6271,同欣電,市,12/26,,151,+1.5,+1,4345,659,149.5,151.5,154.5,148,4.35,31.6,2.51,,,,
103,104,1537,廣隆,市,12/26,,150,0,0,121,18.3,150,150.5,151,150,0.67,12.7,3.15,,,,
104,105,4438,廣越,市,12/26,,150,+0.5,+0.33,111,16.7,149.5,150,151,149.5,1,15.3,2.23,,,,
105,106,6472,保瑞,櫃,12/26,,149,-0.5,-0.33,123,18.4,149.5,150.5,150.5,149,1,16.5,3.67,,,,
106,107,3227,原相,櫃,12/26,,148,-2.5,-1.66,4200,623,150.5,150,150,147,1.99,32.3,3.16,,,,
107,108,6451,訊芯-KY,市,12/26,,147,+13,+9.7,7273,1040,134,133.5,147,133.5,10.1,23.4,2.76,,,,
108,109,2308,台達電,市,12/26,,146,-1,-0.68,3057,447,147,147.5,148,145.5,1.7,15.8,2.75,,,,
109,110,8083,瑞穎,櫃,12/26,,145.5,+0.5,+0.34,23,3.34,145,145,145.5,144.5,0.69,15.6,4.61,,,,
110,111,6274,台燿,櫃,12/26,,145,+1.5,+1.05,1123,162,143.5,143.5,145.5,142.5,2.09,19.9,3.96,,,,
111,112,4958,臻鼎-KY,市,12/26,,141,+0.5,+0.36,833,117,140.5,142,142,140,1.42,14.8,1.98,,,,
112,113,1268,漢來美食,櫃,12/26,,139.5,+1,+0.72,29,3.97,138.5,138,139.5,138,1.08,19.3,3.6,,,,
113,114,4536,拓凱,市,12/26,,138.5,+1.5,+1.09,108,14.9,137,137,138.5,137,1.09,13,2.41,,,,
114,115,5871,中租-KY,市,12/26,,138.5,0,0,724,100,138.5,139,139.5,138.5,0.72,12.4,2.77,,,,
115,116,8480,泰昇-KY,市,12/26,,138.5,-2,-1.42,29,4.01,140.5,139,139,138,0.71,17.2,3.23,,,,
116,117,2360,致茂,市,12/26,,138,+0.5,+0.36,722,100,137.5,137.5,139.5,137,1.82,33.3,4.09,,,,
117,118,2383,台光電,市,12/26,,135.5,+4,+3.04,20318,2746,131.5,132.5,137.5,132.5,3.8,17.1,3.46,,,,
118,119,4174,浩鼎,櫃,12/26,,135.5,-2,-1.45,224,30.5,137.5,138.5,138.5,135.5,2.18,,4.56,,,,
119,120,6504,南六,市,12/26,,135.5,0,0,18,2.46,135.5,136.5,136.5,134,1.85,19.2,3.28,,,,
120,121,8482,商億-KY,市,12/26,,135.5,-1,-0.73,31,4.2,136.5,136.5,136.5,135,1.1,15.4,4.9,,,,
121,122,4163,鐿鈦,櫃,12/26,,134.5,+2,+1.51,208,27.7,132.5,132.5,134.5,132.5,1.51,13.7,3.02,,,,
122,123,1558,伸興,市,12/26,,133,0,0,39,5.21,133,133,133,132.5,0.38,11.3,1.71,,,,
123,124,6533,晶心科,市,12/26,,131,+1.5,+1.16,1548,204,129.5,129.5,133.5,129,3.47,122,4.8,,,,
124,125,6213,聯茂,市,12/26,,130.5,+0.5,+0.38,6648,870,130,131.5,132.5,129,2.69,17,4.68,,,,
125,126,5278,尚凡,櫃,12/26,,129.5,-2,-1.52,25,3.32,131.5,132,132,129.5,1.9,7.2,5.67,,,,
126,127,3691,碩禾,櫃,12/26,,127.5,+8.5,+7.14,2841,360,119,121,130.5,119.5,9.24,,1.66,,,,
127,128,8081,致新,市,12/26,,127.5,+1,+0.79,904,115,126.5,127,128,125.5,1.98,16,2.72,,,,
128,129,3558,神準,櫃,12/26,,126.5,+0.5,+0.4,53,6.71,126,126,127,125,1.59,15,2.28,,,,
129,130,4107,邦特,櫃,12/26,,126.5,+1,+0.8,341,43.1,125.5,125.5,127.5,125.5,1.59,18.4,3.65,,,,
130,131,3044,健鼎,市,12/26,,126,+0.5,+0.4,550,69.5,125.5,126,127,125.5,1.2,11.3,2.01,,,,
131,132,4763,材料-KY,市,12/26,,126,+5.5,+4.56,467,58.1,120.5,121,126.5,121,4.56,21.7,5.44,,,,
132,133,2456,奇力新,市,12/26,,125,-1,-0.79,26497,3383,126,126,132.5,124,6.75,22,1.31,,,,
133,134,3023,信邦,市,12/26,,125,-1,-0.79,270,34,126,126,127,125,1.59,17.3,3.93,,,,
134,135,2723,美食-KY,市,12/26,,124.5,0,0,323,40.4,124.5,124.5,126,124.5,1.2,21.1,2.2,,,,
135,136,6435,大中,櫃,12/26,,124.5,-0.5,-0.4,1209,151,125,125,126,123.5,2,16.7,4.95,,,,
136,137,4572,駐龍,市,12/26,,124,-1,-0.8,38,4.72,125,125,125,123.5,1.2,17,2.27,,,,
137,138,3376,新日興,市,12/26,,123.5,-2.5,-1.98,2874,361,126,126.5,128.5,122.5,4.76,17,1.71,,,,
138,139,8446,華研,櫃,12/26,,123,-0.5,-0.4,109,13.5,123.5,124,124,122.5,1.21,12.2,4.55,,,,
139,140,4736,泰博,櫃,12/26,,122.5,0,0,200,24.5,122.5,122.5,123,122,0.82,15.1,2.5,,,,
140,141,1723,中碳,市,12/26,,122,-0.5,-0.41,95,11.6,122.5,122.5,122.5,122,0.41,18.9,4.13,,,,
141,142,5288,豐祥-KY,市,12/26,,122,0,0,40,4.88,122,122.5,122.5,121.5,0.82,12.8,2.67,,,,
142,143,9802,鈺齊-KY,市,12/26,,122,+5.5,+4.72,2040,246,116.5,116.5,123.5,115,7.3,19,2.66,,,,
143,144,1232,大統益,市,12/26,,121,-0.5,-0.41,20,2.39,121.5,121.5,121.5,121,0.41,18.9,5.06,,,,
144,145,6176,瑞儀,市,12/26,,120,-1,-0.83,1633,197,121,121.5,122,119.5,2.07,8.1,2.06,,,,
145,146,3532,台勝科,市,12/26,,119,0,0,467,55.8,119,121,121,118,2.52,14,2.28,,,,
146,147,4935,茂林-KY,市,12/26,,119,-3.5,-2.86,2014,244,122.5,123,124,119,4.08,61,2.52,,,,
147,148,8279,生展,櫃,12/26,,118.5,0,0,31,3.69,118.5,118.5,120,118.5,1.27,15.1,2.49,,,,
148,149,3527,聚積,櫃,12/26,,118,+5,+4.42,1702,197,113,113.5,118,113.5,3.98,19.6,2.32,,,,
149,150,2228,劍麟,市,12/26,,117,+2,+1.74,372,43.1,115,116.5,117.5,114.5,2.61,15.5,2.36,,,,
150,151,4190,佐登-KY,市,12/26,,117,-1,-0.85,552,65.8,118,118.5,121,117,3.39,15.8,3.81,,,,
151,152,1580,新麥,櫃,12/26,,116,+1,+0.87,94,10.9,115,115,116.5,114.5,1.74,11.3,2.84,,,,
152,153,5299,杰力,櫃,12/26,,116,-0.5,-0.43,1160,136,116.5,118.5,118.5,116,2.15,14,4.02,,,,
153,154,2455,全新,市,12/26,,115.5,+1,+0.87,4392,508,114.5,115,117,114,2.62,45.8,7.89,,,,
154,155,8416,實威,櫃,12/26,,115.5,0,0,10,1.17,115.5,116,116,115,0.87,12.6,3.38,,,,
155,156,6706,惠特,市,12/26,,115,+4,+3.6,3707,412,111,111,115,108,6.31,17.9,3.73,,,,
156,157,9941,裕融,市,12/26,,115,0,0,83,9.48,115,114.5,115,114.5,0.43,15.5,2.72,,,,
157,158,1536,和大,市,12/26,,114.5,-2,-1.72,972,112,116.5,117,117.5,114.5,2.58,35.4,4.51,,,,
158,159,1795,美時,市,12/26,,114,+2,+1.79,2664,300,112,112.5,114,110.5,3.12,46.5,3.62,,,,
159,160,6464,台數科,市,12/26,,114,0,0,4,0.46,114,114,114.5,114,0.44,21.4,2.22,,,,
160,161,5203,訊連,市,12/26,,113.5,+1,+0.89,142,16.1,112.5,113,114.5,113,1.33,26,2.32,,,,
161,162,2752,豆府,櫃,12/26,,113,0,0,15,1.69,113,113,113,112.5,0.44,18.7,3.23,,,,
162,163,3045,台灣大,市,12/26,,113,0,0,2319,262,113,113.5,113.5,112.5,0.88,25.1,4.99,,,,
163,164,6456,GIS-KY,市,12/26,,113,+2,+1.8,7899,896,111,111.5,115,111.5,3.15,9.96,1.54,,,,
164,165,2926,誠品生活,櫃,12/26,,112,+0.5,+0.45,12,1.36,111.5,112,112,112,0,19.6,4.34,,,,
165,166,6269,台郡,市,12/26,,111.5,-1,-0.89,1754,196,112.5,112.5,113,111.5,1.33,12.9,1.84,,,,
166,167,2412,中華電,市,12/26,,111,+0.5,+0.45,2424,269,110.5,111,111.5,110.5,0.9,25.8,2.35,,,,
167,168,8489,三貝德,櫃,12/26,,110.5,-1,-0.9,77,8.58,111.5,113,113,110.5,2.24,27.2,5.58,,,,
168,169,4803,VHQ-KY,櫃,12/26,,110,-0.5,-0.45,84,9.27,110.5,110.5,110.5,110,0.45,9.37,2.26,,,,
169,170,6516,勤崴國際,櫃,12/26,,109,-3,-2.68,45,4.94,112,112,112.5,109,3.12,182,3.89,,,,
170,171,6278,台表科,市,12/26,,108.5,+0.5,+0.46,5490,600,108,108.5,111.5,108,3.24,17.3,2.51,,,,
171,172,6690,安碁資訊,櫃,12/26,,108.5,0,0,31,3.38,108.5,109,109,108,0.92,20.1,6.06,,,,
172,173,3617,碩天,市,12/26,,108,-0.5,-0.46,87,9.46,108.5,110,110,108,1.84,13.3,1.91,,,,
173,174,4912,聯德控股-KY,市,12/26,,108,+2.5,+2.37,33,3.49,105.5,106,108,106,1.9,15.8,2.74,,,,
174,175,4119,旭富,市,12/26,,107.5,0,0,184,19.7,107.5,108,108,106.5,1.4,14.4,2.52,,,,
175,176,5434,崇越,市,12/26,,107.5,0,0,319,34.1,107.5,107,107.5,106.5,0.93,11.4,2.18,,,,
176,177,5283,禾聯碩,市,12/26,,107,+2,+1.9,1198,129,105,106,109,105.5,3.33,10.4,2.05,,,,
177,178,3019,亞光,市,12/26,,106.5,+5,+4.93,37382,3969,101.5,102,109,102,6.9,25.2,2.48,,,,
178,179,008201,BP上證50,市,12/26,,106.4,0,0,0.1,0.01,106.4,106.4,106.4,106.4,0,0,,,,,
179,180,3026,禾伸堂,市,12/26,,106,-3,-2.75,8517,923,109,109.5,110.5,105.5,4.59,16.2,1.84,,,,
180,181,5306,桂盟,櫃,12/26,,106,-0.5,-0.47,26,2.8,106.5,106.5,107,106,0.94,13.4,2.62,,,,
181,182,4953,緯軟,櫃,12/26,,105.5,-0.5,-0.47,378,40,106,106.5,106.5,105,1.42,17.7,3.42,,,,
182,183,1788,杏昌,櫃,12/26,,105,-0.5,-0.47,16,1.7,105.5,105.5,105.5,105,0.47,15.9,2.2,,,,
183,184,8499,鼎炫-KY,市,12/26,,104,0,0,127,13.3,104,104.5,105,103.5,1.44,11,3.01,,,,
184,185,8114,振樺電,市,12/26,,103.5,0,0,65,6.72,103.5,103.5,104,102.5,1.45,17.2,2.69,,,,
185,186,4977,眾達-KY,市,12/26,,103,+3,+3,820,83.6,100,100.5,103.5,100.5,3,28,3.31,,,,
186,187,6294,智基,櫃,12/26,,102.5,+0.5,+0.49,11,1.13,102,102,102.5,102,0.49,12.9,4.65,,,,
187,188,5483,中美晶,櫃,12/26,,101.5,0,0,7361,749,101.5,102,102.5,101,1.48,102,2.25,,,,
188,189,6239,力成,市,12/26,,101.5,-0.5,-0.49,908,92.3,102,102.5,102.5,101,1.47,15.4,1.92,,,,
189,190,8086,宏捷科,櫃,12/26,,100,0,0,3920,393,100,100.5,101.5,99.5,2,58.1,4.96,,,,
190,191,1301,台塑,市,12/26,,99.8,-0.2,-0.2,2672,266,100,100,100.5,99.3,1.2,17.4,1.81,,,,
191,192,6411,晶焱,櫃,12/26,,99.8,-0.7,-0.7,3761,381,100.5,102,103,99.7,3.28,14.9,3.29,,,,
192,193,8155,博智,櫃,12/26,,99.6,-1.9,-1.87,379,37.9,101.5,100.5,101.5,99.3,2.17,29.1,3.36,,,,
193,194,4147,中裕,櫃,12/26,,99.2,-1.3,-1.29,836,83.6,100.5,101,101.5,99,2.49,,6.83,,,,
194,195,6446,藥華藥,櫃,12/26,,99.2,+0.4,+0.4,109,10.8,98.8,99.6,99.6,98.7,0.91,,11.9,,,,
195,196,3530,晶相光,市,12/26,,98.1,+1.3,+1.34,1683,166,96.8,97.5,100.5,97.5,3.1,43.8,3.69,,,,
196,197,8255,朋程,櫃,12/26,,97.8,+1.7,+1.77,450,43.9,96.1,96.4,97.9,96.4,1.56,19.3,2.19,,,,
197,198,6698,旭暉應材,市,12/26,,97.7,-1.1,-1.11,1292,128,98.8,99.7,101.5,97.4,4.15,32.2,6.53,,,,
198,199,0050,元大台灣50,市,12/26,,97.35,0,0,3096,301,97.35,97.55,97.55,97.1,0.46,0,,,,,
199,200,6672,騰輝電子-KY,市,12/26,,97.2,+2.8,+2.97,3749,362,94.4,95.3,97.7,95.3,2.54,16.1,3.02,,,,
200,201,6505,台塑化,市,12/26,,96.9,-0.6,-0.62,2382,231,97.5,97.7,97.8,96.9,0.92,36.2,2.84,,,,
201,202,2939,凱羿-KY,市,12/26,,96.7,+0.9,+0.94,25,2.44,95.8,96.4,97,95.4,1.67,15.7,3.28,,,,
202,203,3546,宇峻,櫃,12/26,,96.5,-1.7,-1.73,4567,455,98.2,100,102,96.5,5.6,26.4,3.57,,,,
203,204,1597,直得,櫃,12/26,,96.3,+1,+1.05,640,61.4,95.3,94.7,96.7,94.7,2.1,34.5,3.93,,,,
204,205,2428,興勤,市,12/26,,96.2,-2.7,-2.73,1565,153,98.9,99.5,99.7,96.2,3.54,11.6,2,,,,
205,206,3338,泰碩,市,12/26,,96,-1,-1.03,13538,1325,97,97.3,99.4,95.7,3.81,30.5,5.53,,,,
206,207,8044,網家,櫃,12/26,,96,+0.9,+0.95,507,48.6,95.1,95.3,96.6,94.9,1.79,95,3.7,,,,
207,208,3491,昇達科,櫃,12/26,,95.4,-0.9,-0.93,954,91.1,96.3,96.8,96.8,94.9,1.97,20,3.03,,,,
208,209,6416,瑞祺電通,市,12/26,,95.4,-0.1,-0.1,221,21.2,95.5,95.6,96.4,95.1,1.36,20.6,2.65,,,,
209,210,1773,勝一,市,12/26,,94.7,-0.1,-0.11,67,6.31,94.8,94.2,94.7,93.8,0.95,16.5,3.04,,,,
210,211,2929,淘帝-KY,市,12/26,,94.2,+1.7,+1.84,996,93.2,92.5,92.5,94.3,92.3,2.16,6.87,1.46,,,,
211,212,6111,大宇資,櫃,12/26,,94,-0.2,-0.21,408,38.6,94.2,94.5,95.5,93.9,1.7,11.5,4.92,,,,
212,213,2239,英利-KY,市,12/26,,93.4,-0.5,-0.53,10,0.93,93.9,92.9,93.4,92.9,0.53,16,1.04,,,,
213,214,3596,智易,市,12/26,,93.3,+0.6,+0.65,2561,239,92.7,92.9,94.2,92.9,1.4,14.5,1.89,,,,
214,215,5234,達興材料,市,12/26,,92.7,+1.2,+1.31,359,33.2,91.5,91.3,93,91.3,1.86,14.2,3.65,,,,
