,排名,代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,一個月走勢圖,三個月走勢圖,一年走勢圖,三年走勢圖
27,28,2912,統一超,市,12/20,,304.5,-0.5,-0.16,1503,458,305,306.5,306.5,304.5,0.66,30.1,9.12,,,,
28,29,2395,研華,市,12/20,,301.5,+3,+1.01,777,235,298.5,302.5,305.5,301,1.51,29,6.92,,,,
29,30,8436,大江,櫃,12/20,,295,+3,+1.03,1361,403,292,294.5,298,294,1.37,15.4,5.28,,,,
30,31,8454,富邦媒,市,12/20,,294,0,0,25,7.35,294,294,294,290,1.36,29.8,6.98,,,,
31,32,2227,裕日車,市,12/20,,288,-1,-0.35,84,24.2,289,289,289.5,287.5,0.69,13.1,4.36,,,,
32,33,3105,穩懋,櫃,12/20,,283,-8.5,-2.92,13015,3722,291.5,293,294,282,4.12,35.6,4.22,,,,
33,34,2049,上銀,市,12/20,,282,-3,-1.05,2191,619,285,285,287,281,2.11,32.4,3.68,,,,
34,35,2729,瓦城,櫃,12/20,,275,-1,-0.36,12,3.24,276,276,276,274,0.72,17.7,3.22,,,,
35,36,8464,億豐,市,12/20,,275,-4.5,-1.61,657,182,279.5,280.5,280.5,275,1.97,18.7,6.3,,,,
36,37,3131,弘塑,櫃,12/20,,269,-10.5,-3.76,681,185,279.5,280,280,267.5,4.47,27.4,2.95,,,,
37,38,3081,聯亞,櫃,12/20,,262,+5,+1.95,1357,353,257,258.5,262.5,255.5,2.72,42.5,6.03,,,,
38,39,6230,超眾,市,12/20,,255,+3.5,+1.39,4356,1101,251.5,251.5,258,244,5.57,28,5.56,,,,
39,40,6414,樺漢,市,12/20,,252,-4.5,-1.75,622,158,256.5,257.5,257.5,252,2.14,20.4,2.57,,,,
40,41,3611,鼎翰,櫃,12/20,,247,-1,-0.4,48,11.9,248,248,249,246.5,1.01,14,3.6,,,,
41,42,3443,創意,市,12/20,,245,+1.5,+0.62,868,212,243.5,244,245.5,242.5,1.23,51.7,8.1,,,,
42,43,2474,可成,市,12/20,,243,+0.5,+0.21,3213,782,242.5,243,246,242.5,1.44,12.7,1.25,,,,
43,44,2231,為升,市,12/20,,241.5,-1,-0.41,173,41.8,242.5,242.5,242.5,241.5,0.41,26,7.34,,,,
44,45,5287,數字,櫃,12/20,,241.5,-0.5,-0.21,15,3.65,242,242.5,243,241.5,0.62,17.7,6.35,,,,
45,46,2379,瑞昱,市,12/20,,239.5,+0.5,+0.21,3020,720,239,240.5,241,234.5,2.72,19.5,4.57,,,,
46,47,8437,大地-KY,櫃,12/20,,239.5,-0.5,-0.21,19,4.55,240,239,239.5,239,0.21,18.4,4.54,,,,
47,48,6462,神盾,櫃,12/20,,236.5,-9,-3.67,4239,1018,245.5,243,245.5,236.5,3.67,26.5,6.37,,,,
48,49,4137,麗豐-KY,市,12/20,,235,0,0,476,112,235,237,237.5,235,1.06,13.6,4.59,,,,
49,50,2357,華碩,市,12/20,,233,0,0,1792,418,233,235,235,232,1.29,25.9,1.03,,,,
50,51,8341,日友,市,12/20,,232,-4,-1.69,339,78.9,236,237.5,237.5,232,2.33,26,9.27,,,,
51,52,3661,世芯-KY,市,12/20,,231,-4.5,-1.91,2191,508,235.5,234,235,231,1.7,62.6,4.3,,,,
52,53,1264,德麥,櫃,12/20,,222,+0.5,+0.23,6,1.41,221.5,222,222,222,0,16.3,3.33,,,,
53,54,6561,是方,櫃,12/20,,222,+2.5,+1.14,74,16.5,219.5,221,224,218.5,2.51,29.1,5.67,,,,
54,55,1256,鮮活果汁-KY,市,12/20,,221.5,-0.5,-0.23,57,12.6,222,221.5,222,220,0.9,14.4,3.82,,,,
55,56,5903,全家,櫃,12/20,,218.5,-0.5,-0.23,39,8.54,219,219,220,218.5,0.68,28.6,8.85,,,,
56,57,6146,耕興,櫃,12/20,,218.5,-0.5,-0.23,60,13.1,219,217,218.5,216,1.14,30.4,5.86,,,,
57,58,3665,貿聯-KY,市,12/20,,215.5,0,0,1881,409,215.5,216.5,218,215,1.39,14.2,2.72,,,,
58,59,6452,康友-KY,市,12/20,,213,-0.5,-0.23,3797,821,213.5,218,221,213,3.75,15,2.23,,,,
59,60,9921,巨大,市,12/20,,213,+4,+1.91,920,195,209,212.5,213,210,1.44,22.5,3.74,,,,
60,61,3034,聯詠,市,12/20,,212.5,-13,-5.76,26883,5718,225.5,218.5,220.5,208,5.54,15.8,4.15,,,,
61,62,3324,雙鴻,櫃,12/20,,211,-5.5,-2.54,4541,967,216.5,217.5,218,211,3.23,20.1,5.72,,,,
62,63,8406,金可-KY,櫃,12/20,,211,+3.5,+1.69,567,120,207.5,209,214,209,2.41,18.8,1.87,,,,
63,64,6803,崑鼎,櫃,12/20,,209.5,+0.5,+0.24,16,3.41,209,209,209.5,208,0.72,17.4,2.91,,,,
64,65,6538,倉和,櫃,12/20,,207.5,+3,+1.47,2071,427,204.5,207,209,201,3.91,28.8,4.78,,,,
65,66,3653,健策,市,12/20,,205,+6,+3.02,4099,833,199,199.5,206.5,197,4.77,35.6,4.34,,,,
66,67,4947,昂寶-KY,櫃,12/20,,203,-2,-0.98,1940,397,205,207,210,201,4.39,19.6,2.94,,,,
67,68,8462,柏文,市,12/20,,199.5,-0.5,-0.25,163,32.4,200,200,201,197.5,1.75,26.7,7.2,,,,
68,69,9910,豐泰,市,12/20,,196,+0.5,+0.26,1304,256,195.5,195.5,198.5,194.5,2.05,22.4,8.73,,,,
69,70,6683,雍智科技,櫃,12/20,,193,-2,-1.03,243,47.4,195,195.5,197.5,193,2.31,27.1,4.01,,,,
70,71,1707,葡萄王,市,12/20,,190.5,-1,-0.52,106,20.2,191.5,192,192,190.5,0.78,20.1,4.5,,,,
71,72,2404,漢唐,市,12/20,,189,+1.5,+0.8,6795,1275,187.5,190,193,184,4.8,13,4.69,,,,
72,73,2492,華新科,市,12/20,,189,+5,+2.72,24794,4675,184,186,191.5,185.5,3.26,8.84,2.83,,,,
73,74,3413,京鼎,市,12/20,,188,-3.5,-1.83,2204,417,191.5,192,192.5,188,2.35,26.5,3.88,,,,
74,75,4439,冠星-KY,市,12/20,,187.5,-0.5,-0.27,38,7.15,188,188,189.5,187,1.33,20,2.99,,,,
75,76,5536,聖暉,櫃,12/20,,182,0,0,280,51,182,182.5,183.5,181.5,1.1,11,2.31,,,,
76,77,6670,復盛應用,市,12/20,,181,-0.5,-0.28,261,47.4,181.5,182,182.5,180.5,1.1,11.8,4.19,,,,
77,78,6568,宏觀,櫃,12/20,,179.5,+1.5,+0.84,29,5.17,178,178.5,179.5,178,0.84,17.5,3.28,,,,
78,79,3680,家登,櫃,12/20,,178,-19.5,-9.87,805,143,197.5,178,178,178,0,37.6,8.09,,,,
79,80,4551,智伸科,市,12/20,,176.5,-2,-1.12,612,108,178.5,179,179.5,176,1.96,23.4,4.79,,,,
80,81,9914,美利達,市,12/20,,175.5,+2.5,+1.45,583,102,173,174.5,176,172,2.31,21.9,3.87,,,,
81,82,5263,智崴,櫃,12/20,,175,-2.5,-1.41,167,29.4,177.5,177,178.5,174.5,2.25,24.2,3.36,,,,
82,83,6491,晶碩,市,12/20,,173.5,-2.5,-1.42,139,24.3,176,176,176,173.5,1.42,20.5,4.37,,,,
83,84,6666,羅麗芬-KY,市,12/20,,173.5,-1,-0.57,47,8.14,174.5,174.5,176,173,1.72,16.6,4.72,,,,
84,85,8070,長華,市,12/20,,173.5,0,0,41,7.08,173.5,174,174,173.5,0.29,9.62,1.96,,,,
85,86,2439,美律,市,12/20,,173,+2,+1.17,9615,1663,171,174,174.5,171.5,1.75,10.8,2.96,,,,
86,87,4943,康控-KY,市,12/20,,173,-1,-0.57,1884,329,174,175.5,176.5,172.5,2.3,48.5,4.92,,,,
87,88,6679,鈺太,櫃,12/20,,173,-0.5,-0.29,1731,297,173.5,175,176,168,4.61,50.1,6.91,,,,
88,89,8016,矽創,市,12/20,,173,+4,+2.37,3553,615,169,170,175.5,168.5,4.14,18.4,4.09,,,,
89,90,6238,勝麗,櫃,12/20,,171,+0.5,+0.29,1781,308,170.5,173,175,171,2.35,27.3,4.41,,,,
90,91,2707,晶華,市,12/20,,169.5,-1.5,-0.88,173,29.5,171,171,171.5,169.5,1.17,15.7,7.1,,,,
91,92,2732,六角,櫃,12/20,,169.5,+0.5,+0.3,1588,271,169,171,173.5,166.5,4.14,19.1,4.51,,,,
92,93,2345,智邦,市,12/20,,168.5,+1.5,+0.9,3580,601,167,168.5,168.5,166,1.5,20.1,7.91,,,,
93,94,6613,朋億,櫃,12/20,,167.5,0,0,36,6.04,167.5,167.5,168,166.5,0.9,12,2.66,,,,
94,95,4968,立積,市,12/20,,166,-5,-2.92,6398,1070,171,172,172.5,164,4.97,55.3,7.8,,,,
95,96,6426,統新,櫃,12/20,,166,-2,-1.19,535,89.4,168,168,169,166,1.79,58.4,7.16,,,,
96,97,3130,一零四,市,12/20,,164,0,0,1,0.16,164,164,164,164,0,19.8,3.81,,,,
97,98,5289,宜鼎,櫃,12/20,,158,0,0,451,71.2,158,158,159,156.5,1.58,13.3,2.98,,,,
98,99,1477,聚陽,市,12/20,,157,0,0,983,154,157,156.5,157.5,156.5,0.64,18.4,3.92,,,,
99,100,8422,可寧衛,市,12/20,,156.5,-1.5,-0.95,188,29.5,158,158,158,156,1.27,15.1,3.22,,,,
100,101,4766,南寶,市,12/20,,155,+1,+0.65,100,15.4,154,154,155.5,154,0.97,18,1.92,,,,
101,102,6569,醫揚,櫃,12/20,,153,+1,+0.66,15,2.35,152,153,153,151,1.32,16.3,3.51,,,,
102,103,6472,保瑞,櫃,12/20,,152.5,+2.5,+1.67,199,30.3,150,151,153.5,151,1.67,16.9,3.76,,,,
103,104,4438,廣越,市,12/20,,150,+0.5,+0.33,145,21.7,149.5,149.5,150.5,149.5,0.67,15.3,2.23,,,,
104,105,1537,廣隆,市,12/20,,148.5,-0.5,-0.34,184,27.4,149,148.5,149.5,148.5,0.67,12.6,3.12,,,,
105,106,2308,台達電,市,12/20,,146.5,-4,-2.66,8558,1262,150.5,150.5,150.5,146.5,2.66,15.8,2.76,,,,
106,107,8083,瑞穎,櫃,12/20,,145.5,0,0,56,8.13,145.5,145.5,145.5,144.5,0.69,15.6,4.61,,,,
107,108,6274,台燿,櫃,12/20,,143,-2.5,-1.72,4087,586,145.5,145.5,146,141.5,3.09,19.7,3.91,,,,
108,109,8480,泰昇-KY,市,12/20,,143,+2,+1.42,10,1.43,141,143.5,143.5,142.5,0.71,17.8,3.33,,,,
109,110,1268,漢來美食,櫃,12/20,,141.5,-1,-0.7,19,2.67,142.5,143,143.5,141,1.75,19.5,3.65,,,,
110,111,3227,原相,櫃,12/20,,141.5,-4,-2.75,5435,779,145.5,146,147.5,141.5,4.12,30.9,3.03,,,,
111,112,6271,同欣電,市,12/20,,141.5,+1,+0.71,2658,379,140.5,141,144.5,140.5,2.85,29.6,2.35,,,,
112,113,4958,臻鼎-KY,市,12/20,,139.5,+2.5,+1.82,3719,515,137,137.5,140,135.5,3.28,14.7,1.96,,,,
113,114,5871,中租-KY,市,12/20,,139.5,+1,+0.72,3704,516,138.5,139,140,138,1.44,12.5,2.79,,,,
114,115,8482,商億-KY,市,12/20,,138,0,0,48,6.61,138,138,138,137.5,0.36,15.7,4.99,,,,
115,116,4174,浩鼎,櫃,12/20,,137.5,+9.5,+7.42,1060,145,128,133,140,133,5.47,,4.63,,,,
116,117,5278,尚凡,櫃,12/20,,136.5,-2.5,-1.8,77,10.5,139,137,137,135,1.44,7.59,5.97,,,,
117,118,2360,致茂,市,12/20,,136,-2,-1.45,947,129,138,138.5,138.5,136,1.81,32.8,4.04,,,,
118,119,6451,訊芯-KY,市,12/20,,135,+0.5,+0.37,803,108,134.5,135,136.5,133.5,2.23,21.5,2.53,,,,
119,120,6504,南六,市,12/20,,134.5,-0.5,-0.37,19,2.56,135,134.5,134.5,134,0.37,19.1,3.26,,,,
120,121,4536,拓凱,市,12/20,,134,-0.5,-0.37,119,16.1,134.5,135,135.5,133.5,1.49,12.6,2.33,,,,
121,122,4163,鐿鈦,櫃,12/20,,132.5,+2,+1.53,870,117,130.5,132,135.5,132,2.68,13.5,2.97,,,,
122,123,1558,伸興,市,12/20,,132,-1,-0.75,105,13.9,133,133.5,133.5,132,1.13,11.2,1.7,,,,
123,124,6533,晶心科,市,12/20,,130.5,-1.5,-1.14,965,127,132,132,133.5,130,2.65,122,4.78,,,,
124,125,4107,邦特,櫃,12/20,,129.5,+2,+1.57,585,75.4,127.5,127.5,129.5,127,1.96,18.8,3.73,,,,
125,126,6213,聯茂,市,12/20,,129.5,+2.5,+1.97,5772,742,127,127,130.5,125,4.33,16.9,4.64,,,,
126,127,3023,信邦,市,12/20,,127,+2.5,+2.01,2163,276,124.5,125.5,129,125.5,2.81,17.6,4,,,,
127,128,3376,新日興,市,12/20,,127,+0.5,+0.4,2074,265,126.5,127.5,129,125,3.16,17.4,1.76,,,,
128,129,3558,神準,櫃,12/20,,127,+1,+0.79,125,15.8,126,126.5,127,125.5,1.19,15.1,2.29,,,,
129,130,8081,致新,市,12/20,,127,+2,+1.6,848,107,125,126,127.5,124.5,2.4,16,2.71,,,,
130,131,3044,健鼎,市,12/20,,126,-1.5,-1.18,1741,221,127.5,128,129,126,2.35,11.3,2.01,,,,
131,132,2383,台光電,市,12/20,,125,+0.5,+0.4,1712,213,124.5,125,125,124,0.8,15.8,3.2,,,,
132,133,8446,華研,櫃,12/20,,125,0,0,93,11.6,125,125.5,125.5,124,1.2,12.4,4.62,,,,
133,134,4935,茂林-KY,市,12/20,,124.5,+11,+9.69,8109,971,113.5,115,124.5,112.5,10.6,63.8,2.64,,,,
134,135,4736,泰博,櫃,12/20,,123.5,0,0,190,23.5,123.5,123.5,124.5,123,1.21,15.2,2.52,,,,
135,136,9802,鈺齊-KY,市,12/20,,123.5,+1.5,+1.23,277,34.2,122,122,124.5,122,2.05,19.2,2.69,,,,
136,137,5288,豐祥-KY,市,12/20,,123,-1,-0.81,58,7.17,124,123,124,123,0.81,12.9,2.7,,,,
137,138,4763,材料-KY,市,12/20,,122.5,0,0,102,12.5,122.5,123.5,124,122,1.63,21.1,5.29,,,,
138,139,1723,中碳,市,12/20,,122,-1,-0.81,149,18.2,123,123,123,122,0.81,18.9,4.13,,,,
139,140,2723,美食-KY,市,12/20,,121,-1,-0.82,242,29.5,122,122.5,123,121,1.64,20.5,2.14,,,,
140,141,1232,大統益,市,12/20,,120,+1,+0.84,64,7.71,119,119.5,121,119.5,1.26,18.8,5.02,,,,
141,142,6176,瑞儀,市,12/20,,119.5,-0.5,-0.42,2379,284,120,120.5,121,118.5,2.08,8.07,2.05,,,,
142,143,3691,碩禾,櫃,12/20,,118.5,+5,+4.41,1225,145,113.5,114.5,121,114.5,5.73,,1.54,,,,
143,144,4190,佐登-KY,市,12/20,,118.5,-2.5,-2.07,1733,209,121,123.5,124.5,118.5,4.96,16,3.86,,,,
144,145,4572,駐龍,市,12/20,,118.5,-0.5,-0.42,55,6.54,119,119,119.5,118.5,0.84,16.3,2.17,,,,
145,146,8279,生展,櫃,12/20,,118,-0.5,-0.42,41,4.88,118.5,118.5,119.5,118,1.27,15,2.48,,,,
146,147,1580,新麥,櫃,12/20,,117.5,-2.5,-2.08,367,43.5,120,121,121.5,117,3.75,11.5,2.87,,,,
147,148,2228,劍麟,市,12/20,,116.5,0,0,888,103,116.5,118,118.5,114.5,3.43,15.4,2.35,,,,
148,149,6435,大中,櫃,12/20,,116,+2.5,+2.2,2698,317,113.5,118,119,116,2.64,15.5,4.62,,,,
149,150,8416,實威,櫃,12/20,,116,0,0,1,0.14,116,116,116,116,0,12.7,3.39,,,,
150,151,5299,杰力,櫃,12/20,,115.5,+1,+0.87,1388,161,114.5,116,117.5,115,2.18,14,4.01,,,,
151,152,1536,和大,市,12/20,,115,-1.5,-1.29,817,95,116.5,117.5,117.5,115,2.15,35.6,4.53,,,,
152,153,3532,台勝科,市,12/20,,115,+2,+1.77,593,67.5,113,113.5,115,112.5,2.21,13.5,2.2,,,,
153,154,3527,聚積,櫃,12/20,,114.5,+3,+2.69,1026,116,111.5,112,115,111,3.59,19,2.25,,,,
154,155,9941,裕融,市,12/20,,114.5,-0.5,-0.43,330,37.8,115,115,115.5,114.5,0.87,15.4,2.71,,,,
155,156,3045,台灣大,市,12/20,,113.5,+1,+0.89,4388,498,112.5,113,114,112.5,1.33,25.2,5.01,,,,
156,157,6278,台表科,市,12/20,,113,-4.5,-3.83,10359,1194,117.5,118.5,119.5,113,5.53,18,2.61,,,,
157,158,6464,台數科,市,12/20,,113,-1.5,-1.31,9,1.02,114.5,113.5,113.5,113,0.44,21.2,2.21,,,,
158,159,8489,三貝德,櫃,12/20,,113,+0.5,+0.44,185,20.8,112.5,113,113.5,112.5,0.89,27.8,5.7,,,,
159,160,2456,奇力新,市,12/20,,112.5,+4,+3.69,23225,2598,108.5,109,114.5,108.5,5.53,19.8,1.18,,,,
160,161,6269,台郡,市,12/20,,112,-0.5,-0.44,2063,231,112.5,112.5,113.5,111.5,1.78,13,1.85,,,,
161,162,2752,豆府,櫃,12/20,,111.5,-1.5,-1.33,43,4.86,113,113,113.5,111.5,1.77,18.4,3.19,,,,
162,163,3617,碩天,市,12/20,,111.5,-0.5,-0.45,87,9.74,112,112,112.5,111.5,0.89,13.7,1.97,,,,
163,164,5203,訊連,市,12/20,,111.5,-1,-0.89,247,27.9,112.5,113,114.5,111.5,2.67,25.5,2.28,,,,
164,165,6456,GIS-KY,市,12/20,,111.5,+0.5,+0.45,1776,198,111,112,112,110.5,1.35,9.82,1.52,,,,
165,166,2412,中華電,市,12/20,,111,+1,+0.91,8780,973,110,110.5,111,110,0.91,25.8,2.35,,,,
166,167,2455,全新,市,12/20,,111,+0.5,+0.45,1889,209,110.5,111,111.5,109,2.26,44,7.59,,,,
167,168,2926,誠品生活,櫃,12/20,,111,0,0,10,1.12,111,111,111,111,0,19.4,4.3,,,,
168,169,6690,安碁資訊,櫃,12/20,,110.5,-2,-1.78,113,12.6,112.5,112.5,113,110.5,2.22,20.5,6.18,,,,
169,170,5434,崇越,市,12/20,,108.5,+1,+0.93,520,56.3,107.5,107.5,108.5,107.5,0.93,11.5,2.2,,,,
170,171,008201,BP上證50,市,12/20,,108,-0.05,-0.05,0.2,0.02,108,108,108,108,0.05,0,,,,,
171,172,4803,VHQ-KY,櫃,12/20,,108,-1,-0.92,233,25.3,109,109.5,109.5,108,1.38,9.2,2.22,,,,
172,173,4119,旭富,市,12/20,,107.5,+1,+0.94,436,46.9,106.5,106.5,108,106.5,1.41,14.4,2.52,,,,
173,174,5306,桂盟,櫃,12/20,,107.5,+1.5,+1.42,53,5.69,106,106.5,107.5,106,1.42,13.6,2.65,,,,
174,175,1795,美時,市,12/20,,106.5,+2,+1.91,1222,129,104.5,105.5,106.5,104.5,1.91,43.5,3.38,,,,
175,176,4912,聯德控股-KY,市,12/20,,106,0,0,34,3.6,106,107,107,106,0.94,15.5,2.69,,,,
176,177,1788,杏昌,櫃,12/20,,105,0,0,26,2.77,105,105,105,104,0.95,15.9,2.2,,,,
177,178,4953,緯軟,櫃,12/20,,104.5,+0.5,+0.48,259,27.1,104,105,105,104,0.96,17.5,3.39,,,,
178,179,8114,振樺電,市,12/20,,104,-1,-0.95,88,9.34,105,105.5,105.5,104,1.43,17.3,2.71,,,,
179,180,8499,鼎炫-KY,市,12/20,,104,-1.5,-1.42,124,12.9,105.5,105,105,104,0.95,11,3.01,,,,
180,181,8086,宏捷科,櫃,12/20,,103.5,-2,-1.9,5188,542,105.5,106,107,103.5,3.32,60.2,5.13,,,,
181,182,6294,智基,櫃,12/20,,102.5,+0.5,+0.49,12,1.24,102,102,102.5,102,0.49,12.9,4.65,,,,
182,183,6516,勤崴國際,櫃,12/20,,102.5,-0.5,-0.49,26,2.7,103,102,102.5,102,0.49,171,3.66,,,,
183,184,8155,博智,櫃,12/20,,102,-4.5,-4.23,1527,161,106.5,109,109,102,6.57,29.8,3.44,,,,
184,185,4147,中裕,櫃,12/20,,101.5,+6.9,+7.29,4353,435,94.6,97.3,103,97,6.34,,6.99,,,,
185,186,4977,眾達-KY,市,12/20,,101.5,+0.5,+0.5,479,48.8,101,101.5,102.5,101.5,0.99,27.6,3.26,,,,
186,187,6239,力成,市,12/20,,101.5,-2.5,-2.4,7072,724,104,105.5,106,101.5,4.33,15.4,1.92,,,,
187,188,1301,台塑,市,12/20,,101,+1.1,+1.1,8175,822,99.9,99.5,101,99.3,1.7,17.6,1.83,,,,
188,189,6446,藥華藥,櫃,12/20,,100.5,+0.7,+0.7,376,37.8,99.8,99.6,101.5,99.5,2,,12,,,,
189,190,3026,禾伸堂,市,12/20,,100,+0.7,+0.7,5591,566,99.3,100.5,102.5,100,2.52,15.3,1.73,,,,
190,191,2939,凱羿-KY,市,12/20,,99.6,+0.9,+0.91,56,5.44,98.7,98.1,100,95,5.07,16.2,3.38,,,,
191,192,5283,禾聯碩,市,12/20,,98.7,-0.1,-0.1,180,17.8,98.8,99,99,98.4,0.61,9.63,1.89,,,,
192,193,1597,直得,櫃,12/20,,98.1,+0.9,+0.93,3144,309,97.2,98,99.5,97.1,2.47,35.2,4,,,,
193,194,5483,中美晶,櫃,12/20,,97.8,+2.1,+2.19,10845,1056,95.7,96.3,98,96,2.09,97.8,2.16,,,,
194,195,6505,台塑化,市,12/20,,97.7,+0.4,+0.41,4789,469,97.3,97.3,98.5,97.1,1.44,36.5,2.86,,,,
195,196,6411,晶焱,櫃,12/20,,97.5,+2.3,+2.42,1294,125,95.2,95.8,97.5,95.1,2.52,14.5,3.22,,,,
196,197,0050,元大台灣50,市,12/20,,96.95,-0.7,-0.72,3353,326,97.65,97.55,97.55,96.7,0.87,0,,,,,
197,198,3530,晶相光,市,12/20,,96.8,-3.2,-3.2,1473,145,100,100,100.5,96.8,3.7,43.2,3.64,,,,
198,199,8255,朋程,櫃,12/20,,96.5,+0.2,+0.21,303,29.1,96.3,96.3,97.2,95.5,1.77,19.1,2.16,,,,
199,200,8044,網家,櫃,12/20,,96,-0.3,-0.31,533,51.2,96.3,96,96.6,95.8,0.83,95,3.7,,,,
200,201,3338,泰碩,市,12/20,,95.5,0,0,3507,334,95.5,96.1,96.1,94.2,1.99,30.3,5.5,,,,
201,202,6672,騰輝電子-KY,市,12/20,,93.7,+0.3,+0.32,1117,106,93.4,95.6,95.6,93.7,2.03,15.5,2.92,,,,
202,203,1773,勝一,市,12/20,,93.6,-1.3,-1.37,99,9.31,94.9,94.3,94.4,93.6,0.84,16.3,3,,,,
203,204,2428,興勤,市,12/20,,93.4,+1.1,+1.19,1284,121,92.3,92.8,94.6,92.2,2.6,11.3,1.94,,,,
204,205,2239,英利-KY,市,12/20,,93.3,-2.7,-2.81,64,6,96,96,96,93.3,2.81,16,1.04,,,,
205,206,3630,新鉅科,櫃,12/20,,93,+0.2,+0.22,1579,148,92.8,94.5,94.5,93,1.62,41.5,3.82,,,,
206,207,6416,瑞祺電通,市,12/20,,93,-0.8,-0.85,227,21.3,93.8,94,94.4,93,1.49,20,2.58,,,,
207,208,6698,旭暉應材,市,12/20,,93,+4,+4.49,1429,132,89,90.4,93.5,89,5.06,30.7,6.22,,,,
208,209,2548,華固,市,12/20,,92.9,-2,-2.11,1868,174,94.9,94.6,94.6,92.9,1.79,7.67,1.55,,,,
209,210,3454,晶睿,市,12/20,,92.7,0,0,152,14.1,92.7,93,93.4,92.1,1.4,23.4,2.8,,,,
210,211,6111,大宇資,櫃,12/20,,92.3,+0.8,+0.87,208,19.1,91.5,92.8,92.8,91,1.97,11.3,4.83,,,,
211,212,3596,智易,市,12/20,,92.2,-0.2,-0.22,1257,116,92.4,92.4,92.9,91.6,1.41,14.3,1.87,,,,
212,213,3491,昇達科,櫃,12/20,,91.9,-0.7,-0.76,311,28.7,92.6,93.1,93.1,91.9,1.3,19.3,2.92,,,,
213,214,6706,惠特,市,12/20,,91.4,+10.9,+13.5,4797,414,80.5,81.1,91.5,81.1,12.9,14.2,2.96,,,,
214,215,1582,信錦,市,12/20,,91.2,+1.2,+1.33,1148,104,90,90,91.4,89.6,2,12,2.1,,,,
