,排名,代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,一個月走勢圖,三個月走勢圖,一年走勢圖,三年走勢圖
44,45,5287,數字,櫃,12/25,,240,-2,-0.83,16,3.87,242,240.5,241.5,240,0.62,17.6,6.31,,,,
45,46,4137,麗豐-KY,市,12/25,,239.5,-0.5,-0.21,651,157,240,241,242.5,238.5,1.67,13.8,4.67,,,,
46,47,8341,日友,市,12/25,,239.5,+3,+1.27,52,12.3,236.5,238.5,239.5,237.5,0.85,26.8,9.57,,,,
47,48,8437,大地-KY,櫃,12/25,,238,-1,-0.42,19,4.57,239,238,238,237,0.42,18.3,4.51,,,,
48,49,2379,瑞昱,市,12/25,,235.5,-0.5,-0.21,1997,469,236,237.5,238.5,233.5,2.12,19.2,4.49,,,,
49,50,6462,神盾,櫃,12/25,,235.5,0,0,1031,243,235.5,237,237,235,0.85,26.4,6.34,,,,
50,51,2357,華碩,市,12/25,,232.5,0,0,460,107,232.5,232,234.5,232,1.08,25.9,1.03,,,,
51,52,3661,世芯-KY,市,12/25,,227,+6.5,+2.95,3463,777,220.5,222,227.5,219,3.85,61.5,4.23,,,,
52,53,3665,貿聯-KY,市,12/25,,224.5,+7.5,+3.46,7219,1623,217,221,228,220.5,3.46,14.8,2.84,,,,
53,54,1264,德麥,櫃,12/25,,221,-0.5,-0.23,10,2.22,221.5,222,222,221,0.45,16.2,3.31,,,,
54,55,5903,全家,櫃,12/25,,220,+0.5,+0.23,6,1.33,219.5,220.5,220.5,220,0.23,28.8,8.91,,,,
55,56,6146,耕興,櫃,12/25,,219.5,-0.5,-0.23,22,4.91,220,223,223,219,1.82,30.5,5.89,,,,
56,57,1256,鮮活果汁-KY,市,12/25,,219,+2,+0.92,34,7.42,217,217,219,216.5,1.15,14.2,3.78,,,,
57,58,3034,聯詠,市,12/25,,219,+3,+1.39,3656,799,216,216,220,215.5,2.08,16.3,4.27,,,,
58,59,4947,昂寶-KY,櫃,12/25,,219,+8,+3.79,3588,775,211,213.5,220,212,3.79,21.2,3.17,,,,
59,60,6561,是方,櫃,12/25,,218,-2,-0.91,29,6.41,220,220,220,217,1.36,28.5,5.57,,,,
60,61,3324,雙鴻,櫃,12/25,,216,0,0,2572,557,216,216.5,217.5,215,1.16,20.6,5.85,,,,
61,62,3653,健策,市,12/25,,215,+1,+0.47,3759,800,214,212,215,209,2.8,37.3,4.55,,,,
62,63,8406,金可-KY,櫃,12/25,,213,+3.5,+1.67,303,64.6,209.5,212,214.5,210.5,1.91,19,1.88,,,,
63,64,6452,康友-KY,市,12/25,,212.5,+0.5,+0.24,694,148,212,213,214,211.5,1.18,15,2.23,,,,
64,65,9921,巨大,市,12/25,,212,0,0,72,15.2,212,212,212,211,0.47,22.4,3.72,,,,
65,66,2492,華新科,市,12/25,,211.5,+3.5,+1.68,25136,5312,208,210,214,208.5,2.64,9.89,3.17,,,,
66,67,6803,崑鼎,櫃,12/25,,209.5,0,0,12,2.53,209.5,209,209.5,209,0.24,17.4,2.91,,,,
67,68,8462,柏文,市,12/25,,202.5,+6,+3.05,205,41.3,196.5,198.5,204,198.5,2.8,27.1,7.31,,,,
68,69,6538,倉和,櫃,12/25,,200.5,-4.5,-2.2,1403,285,205,203,206.5,200,3.17,27.8,4.62,,,,
69,70,9910,豐泰,市,12/25,,197,+0.5,+0.25,309,60.9,196.5,196.5,198.5,196.5,1.02,22.5,8.77,,,,
70,71,6683,雍智科技,櫃,12/25,,196,+6.5,+3.43,405,77.8,189.5,190,196,188.5,3.96,27.5,4.08,,,,
71,72,2404,漢唐,市,12/25,,195.5,-2,-1.01,3376,663,197.5,198.5,200,194.5,2.78,13.4,4.85,,,,
72,73,1707,葡萄王,市,12/25,,192,+1,+0.52,100,19.1,191,191,192,190.5,0.79,20.3,4.54,,,,
73,74,4439,冠星-KY,市,12/25,,187,+1,+0.54,25,4.67,186,186,187,186,0.54,19.9,2.98,,,,
74,75,5536,聖暉,櫃,12/25,,186,-1.5,-0.8,332,62.1,187.5,187.5,188,186,1.07,11.3,2.37,,,,
75,76,3413,京鼎,市,12/25,,184,+2,+1.1,2840,523,182,183,187.5,182,3.02,26,3.8,,,,
76,77,6568,宏觀,櫃,12/25,,178,-1.5,-0.84,14,2.52,179.5,178,179,178,0.56,17.4,3.26,,,,
77,78,6670,復盛應用,市,12/25,,178,-1.5,-0.84,174,31,179.5,179.5,179.5,177,1.39,11.6,4.12,,,,
78,79,6426,統新,櫃,12/25,,176,+3,+1.73,3055,540,173,174,179.5,173.5,3.47,62,7.59,,,,
79,80,3680,家登,櫃,12/25,,175,+8.5,+5.11,511,87.8,166.5,168,175,168,4.2,37,7.95,,,,
80,81,8070,長華,市,12/25,,175,0,0,35,6.14,175,175.5,175.5,174,0.86,9.7,1.98,,,,
81,82,5263,智崴,櫃,12/25,,174.5,+2,+1.16,76,13.2,172.5,174,174.5,172.5,1.16,24.2,3.35,,,,
82,83,6666,羅麗芬-KY,市,12/25,,174,+0.5,+0.29,34,5.9,173.5,173.5,174.5,173.5,0.58,16.6,4.74,,,,
83,84,6679,鈺太,櫃,12/25,,174,-3.5,-1.97,1244,218,177.5,177.5,177.5,173.5,2.25,50.4,6.95,,,,
84,85,9914,美利達,市,12/25,,173.5,-1.5,-0.86,223,38.7,175,175,175,173,1.14,21.6,3.82,,,,
85,86,6491,晶碩,市,12/25,,173,0,0,83,14.4,173,174,174,173,0.58,20.4,4.36,,,,
86,87,2439,美律,市,12/25,,172.5,+0.5,+0.29,5044,878,172,173.5,176,172.5,2.03,10.8,2.95,,,,
87,88,4968,立積,市,12/25,,170.5,+6,+3.65,10653,1793,164.5,165,172,162,6.08,56.8,8.02,,,,
88,89,2707,晶華,市,12/25,,169,+0.5,+0.3,108,18.3,168.5,168.5,170.5,168,1.48,15.7,7.08,,,,
89,90,8016,矽創,市,12/25,,168.5,+2,+1.2,1402,236,166.5,167.5,170,167,1.8,17.9,3.99,,,,
90,91,6613,朋億,櫃,12/25,,168,-1,-0.59,54,9.13,169,168.5,170,168,1.18,12,2.66,,,,
91,92,4551,智伸科,市,12/25,,167.5,+0.5,+0.3,793,133,167,167,169.5,167,1.5,22.2,4.54,,,,
92,93,4943,康控-KY,市,12/25,,166.5,0,0,2384,400,166.5,168,170,166.5,2.1,46.6,4.73,,,,
93,94,2732,六角,櫃,12/25,,165,-0.5,-0.3,186,30.8,165.5,165,166,164.5,0.91,18.6,4.39,,,,
94,95,5289,宜鼎,櫃,12/25,,163.5,+1.5,+0.93,1277,209,162,162.5,165,162.5,1.54,13.7,3.08,,,,
95,96,3130,一零四,市,12/25,,163,+1,+0.62,1,0.16,162,163,163,163,0,19.6,3.78,,,,
96,97,6238,勝麗,櫃,12/25,,162,-3.5,-2.11,3328,542,165.5,167,167.5,160,4.53,25.8,4.18,,,,
97,98,2345,智邦,市,12/25,,160,-0.5,-0.31,4272,679,160.5,160,161,158,1.87,19,7.52,,,,
98,99,1477,聚陽,市,12/25,,159,0,0,1602,256,159,159,161,158.5,1.57,18.6,3.97,,,,
99,100,8422,可寧衛,市,12/25,,156.5,-0.5,-0.32,33,5.2,157,157,157,156.5,0.32,15.1,3.22,,,,
100,101,4766,南寶,市,12/25,,153.5,+2,+1.32,93,14.2,151.5,151.5,153.5,151.5,1.32,17.8,1.9,,,,
101,102,6569,醫揚,櫃,12/25,,153.5,+0.5,+0.33,24,3.72,153,153,153.5,153,0.33,16.4,3.52,,,,
102,103,3227,原相,櫃,12/25,,150.5,+5,+3.44,9778,1457,145.5,146,151,146,3.44,32.9,3.22,,,,
103,104,1537,廣隆,市,12/25,,150,+1,+0.67,87,13,149,149,150.5,149,1.01,12.7,3.15,,,,
104,105,4438,廣越,市,12/25,,149.5,-0.5,-0.33,89,13.3,150,150.5,150.5,149.5,0.67,15.3,2.22,,,,
105,106,6271,同欣電,市,12/25,,149.5,+3.5,+2.4,4468,666,146,145.5,151.5,145,4.45,31.3,2.48,,,,
106,107,6472,保瑞,櫃,12/25,,149.5,-1.5,-0.99,205,30.8,151,151.5,151.5,149.5,1.32,16.6,3.69,,,,
107,108,2308,台達電,市,12/25,,147,+0.5,+0.34,1567,230,146.5,146.5,148,146,1.37,15.9,2.77,,,,
108,109,8083,瑞穎,櫃,12/25,,145,0,0,16,2.32,145,145,145.5,144.5,0.69,15.5,4.6,,,,
109,110,6274,台燿,櫃,12/25,,143.5,+1,+0.7,1281,185,142.5,142.5,146,142.5,2.46,19.7,3.92,,,,
110,111,4958,臻鼎-KY,市,12/25,,140.5,+1.5,+1.08,1137,160,139,140.5,141.5,139.5,1.44,14.8,1.97,,,,
111,112,8480,泰昇-KY,市,12/25,,140.5,-0.5,-0.35,10,1.41,141,142,142,140,1.42,17.5,3.28,,,,
112,113,1268,漢來美食,櫃,12/25,,138.5,0,0,21,2.92,138.5,138,139.5,138,1.08,19.1,3.58,,,,
113,114,5871,中租-KY,市,12/25,,138.5,0,0,550,75.9,138.5,138.5,139,137.5,1.08,12.4,2.77,,,,
114,115,2360,致茂,市,12/25,,137.5,0,0,675,92.9,137.5,138,139,137,1.45,33.2,4.08,,,,
115,116,4174,浩鼎,櫃,12/25,,137.5,+3.5,+2.61,762,106,134,140,140.5,137,2.61,,4.63,,,,
116,117,4536,拓凱,市,12/25,,137,+0.5,+0.37,119,16.3,136.5,136.5,137.5,136,1.1,12.9,2.38,,,,
117,118,8482,商億-KY,市,12/25,,136.5,-0.5,-0.36,26,3.56,137,137,137.5,136.5,0.73,15.5,4.94,,,,
118,119,6504,南六,市,12/25,,135.5,+1,+0.74,48,6.55,134.5,135.5,136,135,0.74,19.2,3.28,,,,
119,120,6451,訊芯-KY,市,12/25,,134,+5,+3.88,1445,191,129,128.5,134,128,4.65,21.4,2.51,,,,
120,121,1558,伸興,市,12/25,,133,+0.5,+0.38,28,3.74,132.5,132.5,133.5,132.5,0.75,11.3,1.71,,,,
121,122,4163,鐿鈦,櫃,12/25,,132.5,0,0,182,24.1,132.5,133.5,134,132,1.51,13.5,2.97,,,,
122,123,2383,台光電,市,12/25,,131.5,+6.5,+5.2,17150,2227,125,126,132,126,4.8,16.6,3.36,,,,
123,124,5278,尚凡,櫃,12/25,,131.5,-1,-0.75,47,6.1,132.5,129.5,132,129.5,1.89,7.31,5.75,,,,
124,125,6213,聯茂,市,12/25,,130,+4,+3.17,5029,652,126,126.5,130.5,126,3.57,17,4.66,,,,
125,126,6533,晶心科,市,12/25,,129.5,+1.5,+1.17,517,66.4,128,128,129.5,127.5,1.56,121,4.74,,,,
126,127,8081,致新,市,12/25,,126.5,+2.5,+2.02,1507,191,124,125,128.5,125,2.82,15.9,2.7,,,,
127,128,2456,奇力新,市,12/25,,126,+9,+7.69,25452,3136,117,118,128,117.5,8.97,22.2,1.32,,,,
128,129,3023,信邦,市,12/25,,126,0,0,190,24,126,126,127.5,126,1.19,17.5,3.97,,,,
129,130,3376,新日興,市,12/25,,126,+0.5,+0.4,543,68.2,125.5,125.5,126.5,125,1.2,17.3,1.75,,,,
130,131,3558,神準,櫃,12/25,,126,+2.5,+2.02,119,14.8,123.5,123.5,126,123,2.43,15,2.27,,,,
131,132,3044,健鼎,市,12/25,,125.5,+0.5,+0.4,338,42.4,125,125,126,124.5,1.2,11.3,2,,,,
132,133,4107,邦特,櫃,12/25,,125.5,-2,-1.57,423,53.3,127.5,127.5,127.5,125,1.96,18.3,3.62,,,,
133,134,4572,駐龍,市,12/25,,125,-0.5,-0.4,89,11,125.5,125.5,125.5,123,1.99,17.2,2.29,,,,
134,135,6435,大中,櫃,12/25,,125,+4,+3.31,1915,236,121,122,125,121,3.31,16.7,4.97,,,,
135,136,2723,美食-KY,市,12/25,,124.5,-1.5,-1.19,731,92.5,126,128,128.5,124.5,3.17,21.1,2.2,,,,
136,137,8446,華研,櫃,12/25,,123.5,0,0,60,7.4,123.5,124,124,122.5,1.21,12.2,4.57,,,,
137,138,1723,中碳,市,12/25,,122.5,+0.5,+0.41,87,10.7,122,122,123,122,0.82,19,4.15,,,,
138,139,4736,泰博,櫃,12/25,,122.5,0,0,152,18.6,122.5,123,123,122,0.82,15.1,2.5,,,,
139,140,4935,茂林-KY,市,12/25,,122.5,-2.5,-2,3499,431,125,125,125,121,3.2,62.8,2.6,,,,
140,141,5288,豐祥-KY,市,12/25,,122,0,0,30,3.66,122,122,122.5,121.5,0.82,12.8,2.67,,,,
141,142,1232,大統益,市,12/25,,121.5,+1,+0.83,24,2.93,120.5,120.5,121.5,120.5,0.83,19,5.09,,,,
142,143,6176,瑞儀,市,12/25,,121,+1,+0.83,2289,276,120,120,122,120,1.67,8.17,2.07,,,,
143,144,4763,材料-KY,市,12/25,,120.5,+0.5,+0.42,115,13.9,120,120.5,122,120.5,1.25,20.8,5.21,,,,
144,145,3532,台勝科,市,12/25,,119,+2.5,+2.15,1922,230,116.5,117,121,117,3.43,14,2.28,,,,
145,146,3691,碩禾,櫃,12/25,,119,+2,+1.71,479,57,117,118,120.5,117.5,2.56,,1.55,,,,
146,147,8279,生展,櫃,12/25,,118.5,+0.5,+0.42,35,4.23,118,119,120,118.5,1.27,15.1,2.49,,,,
147,148,4190,佐登-KY,市,12/25,,118,-1,-0.84,229,27.1,119,118.5,118.5,117.5,0.84,15.9,3.85,,,,
148,149,1536,和大,市,12/25,,116.5,0,0,1945,229,116.5,117,119.5,116,3,36.1,4.59,,,,
149,150,5299,杰力,櫃,12/25,,116.5,+3,+2.64,593,68.3,113.5,113.5,116.5,113.5,2.64,14.1,4.04,,,,
150,151,9802,鈺齊-KY,市,12/25,,116.5,+2.5,+2.19,1625,185,114,114,118,111,6.14,18.1,2.54,,,,
151,152,8416,實威,櫃,12/25,,115.5,+0.5,+0.43,9,1.04,115,115.5,115.5,115,0.43,12.6,3.38,,,,
152,153,1580,新麥,櫃,12/25,,115,-1,-0.86,146,16.8,116,116,116,114.5,1.29,11.2,2.81,,,,
153,154,2228,劍麟,市,12/25,,115,+2.5,+2.22,403,46.4,112.5,113.5,116.5,113.5,2.67,15.2,2.32,,,,
154,155,9941,裕融,市,12/25,,115,+1,+0.88,212,24.3,114,114.5,115,114,0.88,15.5,2.72,,,,
155,156,2455,全新,市,12/25,,114.5,+4,+3.62,4203,477,110.5,111,115,110,4.52,45.4,7.83,,,,
156,157,6464,台數科,市,12/25,,114,0,0,6,0.69,114,114,114,114,0,21.4,2.22,,,,
157,158,2752,豆府,櫃,12/25,,113,0,0,18,2.05,113,113,113,112.5,0.44,18.7,3.23,,,,
158,159,3045,台灣大,市,12/25,,113,0,0,1704,192,113,113,113,112.5,0.44,25.1,4.99,,,,
159,160,3527,聚積,櫃,12/25,,113,+2,+1.8,516,58.2,111,111,114,111,2.7,18.7,2.22,,,,
160,161,5203,訊連,市,12/25,,112.5,+0.5,+0.45,195,22,112,112,113.5,112,1.34,25.7,2.3,,,,
161,162,6269,台郡,市,12/25,,112.5,+0.5,+0.45,2162,242,112,111.5,113,111,1.79,13,1.86,,,,
162,163,1795,美時,市,12/25,,112,+1,+0.9,1614,180,111,111,112.5,110,2.25,45.7,3.56,,,,
163,164,6516,勤崴國際,櫃,12/25,,112,+2,+1.82,118,13.4,110,115,116.5,110.5,5.45,187,4,,,,
164,165,2926,誠品生活,櫃,12/25,,111.5,0,0,4,0.45,111.5,112.5,112.5,111,1.35,19.5,4.32,,,,
165,166,8489,三貝德,櫃,12/25,,111.5,+1.5,+1.36,158,17.6,110,110.5,113,110.5,2.27,27.4,5.63,,,,
166,167,6456,GIS-KY,市,12/25,,111,+2.5,+2.3,2719,301,108.5,109.5,112,109,2.76,9.78,1.52,,,,
167,168,6706,惠特,市,12/25,,111,+14.5,+15,4756,500,96.5,99,111,99,12.4,17.2,3.6,,,,
168,169,2412,中華電,市,12/25,,110.5,0,0,4817,534,110.5,110.5,111.5,110.5,0.9,25.6,2.34,,,,
169,170,4803,VHQ-KY,櫃,12/25,,110.5,-1,-0.9,228,25.4,111.5,112,113,110,2.69,9.41,2.27,,,,
170,171,3026,禾伸堂,市,12/25,,109,+4,+3.81,14384,1544,105,106,109,105,3.81,16.6,1.89,,,,
171,172,3617,碩天,市,12/25,,108.5,-0.5,-0.46,294,31.7,109,110,110,106,3.67,13.4,1.92,,,,
172,173,6690,安碁資訊,櫃,12/25,,108.5,+2,+1.88,36,3.84,106.5,108.5,108.5,107,1.41,20.1,6.06,,,,
173,174,6278,台表科,市,12/25,,108,-1,-0.92,4961,533,109,108.5,109.5,106,3.21,17.2,2.5,,,,
174,175,4119,旭富,市,12/25,,107.5,+0.5,+0.47,281,30.1,107,107,108,107,0.93,14.4,2.52,,,,
175,176,5434,崇越,市,12/25,,107.5,+0.5,+0.47,279,29.9,107,107,108,106.5,1.4,11.4,2.18,,,,
176,177,5306,桂盟,櫃,12/25,,106.5,-0.5,-0.47,16,1.67,107,107,107,106.5,0.47,13.5,2.63,,,,
177,178,008201,BP上證50,市,12/25,,106.4,0,0,0.2,0.02,106.4,106.4,106.4,106.4,0,0,,,,,
178,179,4953,緯軟,櫃,12/25,,106,+2,+1.92,1545,164,104,104.5,107.5,104.5,2.88,17.8,3.44,,,,
179,180,1788,杏昌,櫃,12/25,,105.5,+0.5,+0.48,11,1.19,105,105,105.5,105,0.48,15.9,2.21,,,,
180,181,4912,聯德控股-KY,市,12/25,,105.5,-0.5,-0.47,5,0.55,106,105.5,106,105.5,0.47,15.4,2.68,,,,
181,182,5283,禾聯碩,市,12/25,,105,+4,+3.96,1203,126,101,102,106,101,4.95,10.2,2.01,,,,
182,183,8499,鼎炫-KY,市,12/25,,104,+0.5,+0.48,92,9.57,103.5,103.5,105,103.5,1.45,11,3.01,,,,
183,184,8114,振樺電,市,12/25,,103.5,+0.5,+0.49,75,7.72,103,103,103.5,102.5,0.97,17.2,2.69,,,,
184,185,6239,力成,市,12/25,,102,0,0,961,98.7,102,102,103.5,102,1.47,15.5,1.93,,,,
185,186,6294,智基,櫃,12/25,,102,0,0,21,2.16,102,102,102,102,0,12.9,4.63,,,,
186,187,3019,亞光,市,12/25,,101.5,+5,+5.18,22883,2275,96.5,97.9,101.5,96.7,4.97,24,2.36,,,,
187,188,5483,中美晶,櫃,12/25,,101.5,+2.5,+2.53,42356,4350,99,100.5,105,100.5,4.55,102,2.25,,,,
188,189,8155,博智,櫃,12/25,,101.5,+2.7,+2.73,461,46.5,98.8,99,101.5,99,2.53,29.7,3.43,,,,
189,190,4147,中裕,櫃,12/25,,100.5,+0.5,+0.5,734,74,100,101,102,100,2,,6.92,,,,
190,191,6411,晶焱,櫃,12/25,,100.5,+2.1,+2.13,3147,314,98.4,99.2,100.5,98.9,1.63,15,3.32,,,,
191,192,1301,台塑,市,12/25,,100,-0.5,-0.5,2616,262,100.5,100,100.5,99.6,0.9,17.4,1.82,,,,
192,193,4977,眾達-KY,市,12/25,,100,+0.3,+0.3,830,83.1,99.7,99.8,101,99.3,1.71,27.2,3.21,,,,
193,194,8086,宏捷科,櫃,12/25,,100,+1.7,+1.73,5657,565,98.3,98.3,101.5,98.3,3.26,58.1,4.96,,,,
194,195,2428,興勤,市,12/25,,98.9,+3.1,+3.24,2686,265,95.8,96.7,99.5,96.7,2.92,12,2.06,,,,
195,196,6446,藥華藥,櫃,12/25,,98.8,-0.2,-0.2,194,19.2,99,99,99,98.1,0.91,,11.8,,,,
196,197,6698,旭暉應材,市,12/25,,98.8,-0.2,-0.2,1368,136,99,100,101,98.2,2.83,32.6,6.6,,,,
197,198,3546,宇峻,櫃,12/25,,98.2,+5.7,+6.16,6375,633,92.5,93.7,101.5,93.7,8.43,26.8,3.63,,,,
198,199,6505,台塑化,市,12/25,,97.5,-0.7,-0.71,1804,176,98.2,98.1,98.3,97.5,0.81,36.4,2.86,,,,
199,200,0050,元大台灣50,市,12/25,,97.35,+0.15,+0.15,1789,174,97.2,97.2,97.45,97.05,0.41,0,,,,,
200,201,3338,泰碩,市,12/25,,97,-0.6,-0.61,3826,372,97.6,98.4,98.4,96.7,1.74,30.8,5.58,,,,
201,202,3530,晶相光,市,12/25,,96.8,+0.2,+0.21,552,53.4,96.6,96,97.4,96,1.45,43.2,3.64,,,,
202,203,3491,昇達科,櫃,12/25,,96.3,+1.7,+1.8,2465,236,94.6,94.7,96.5,94.7,1.9,20.2,3.06,,,,
203,204,8255,朋程,櫃,12/25,,96.1,+0.1,+0.1,196,18.8,96,96,96.4,95.5,0.94,19,2.16,,,,
204,205,2939,凱羿-KY,市,12/25,,95.8,-0.6,-0.62,337,32.1,96.4,95.9,96.5,94.9,1.66,15.6,3.25,,,,
205,206,6416,瑞祺電通,市,12/25,,95.5,+0.5,+0.53,388,37.1,95,95.2,96.3,94.8,1.58,20.6,2.65,,,,
206,207,1597,直得,櫃,12/25,,95.3,-0.2,-0.21,820,78.5,95.5,95.6,97.5,94.6,3.04,34.2,3.89,,,,
207,208,8044,網家,櫃,12/25,,95.1,+0.9,+0.96,392,37.1,94.2,94.2,95.4,93.3,2.23,94.2,3.67,,,,
208,209,1773,勝一,市,12/25,,94.8,+0.8,+0.85,67,6.34,94,94.3,94.8,93.9,0.96,16.5,3.04,,,,
209,210,6672,騰輝電子-KY,市,12/25,,94.4,+2.1,+2.28,1090,103,92.3,92.9,95,92.4,2.82,15.6,2.94,,,,
210,211,6111,大宇資,櫃,12/25,,94.2,+2.2,+2.39,1435,136,92,92.3,96.2,92.3,4.24,11.5,4.93,,,,
211,212,2239,英利-KY,市,12/25,,93.9,+0.2,+0.21,22,2.08,93.7,93.7,94.6,93.3,1.39,16.1,1.05,,,,
212,213,3630,新鉅科,櫃,12/25,,93.3,-0.6,-0.64,1268,119,93.9,94.1,94.7,93.2,1.6,41.6,3.83,,,,
213,214,3596,智易,市,12/25,,92.7,+1.8,+1.98,1630,150,90.9,91.2,92.7,91.2,1.65,14.4,1.88,,,,
214,215,2929,淘帝-KY,市,12/25,,92.5,+0.5,+0.54,973,90,92,91.5,93.5,91.4,2.28,6.74,1.44,,,,
215,216,3454,晶睿,市,12/25,,91.5,+0.7,+0.77,86,7.89,90.8,91,92.5,91,1.65,23,2.77,,,,
