,排名,代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,一個月走勢圖,三個月走勢圖,一年走勢圖,三年走勢圖
210,511,6441,廣錠,櫃,12/23,,48.1,+2.35,+5.14,846,41.6,45.75,46.2,50.3,46.2,8.96,80.2,2.13,,,,
211,512,00722B,群益15年IG電信債,櫃,12/23,,48.07,+0.05,+0.1,183,8.8,48.02,48.1,48.11,48.07,0.08,,,,,,
212,513,00761B,國泰A級公司債,櫃,12/23,,47.94,+0.09,+0.19,10201,489,47.85,47.9,47.94,47.9,0.08,,,,,,
213,514,2441,超豐,市,12/23,,47.9,-0.1,-0.21,483,23,48,48,48,47.55,0.94,14.7,1.69,,,,
214,515,4426,利勤,市,12/23,,47.9,-0.2,-0.42,302,14.6,48.1,48.9,48.9,47.85,2.18,19.4,2.32,,,,
215,516,00663L,國泰臺灣加權正2,市,12/23,,47.69,+0.01,+0.02,5,0.24,47.68,47.61,47.69,47.61,0.17,0,,,,,
216,517,4927,泰鼎-KY,市,12/23,,47.6,+1.6,+3.48,10167,480,46,46.9,47.7,46.45,2.72,8.69,1.22,,,,
217,518,8046,南電,市,12/23,,47.6,-1.4,-2.86,3439,166,49,49.3,49.3,47.4,3.88,106,1.05,,,,
218,519,00773B,中信優先金融債,櫃,12/23,,47.58,+0.14,+0.3,217,10.3,47.44,47.48,47.59,47.48,0.23,,,,,,
219,520,00754B,群益AAA-AA公司債,櫃,12/23,,47.5,0,0,100,4.75,47.5,47.5,47.5,47.5,0,,,,,,
220,521,3213,茂訊,櫃,12/23,,47.5,-0.45,-0.94,189,9,47.95,47.9,48.1,47.4,1.46,13.2,2.01,,,,
221,522,00749B,凱基新興債10+,櫃,12/23,,47.44,-0.04,-0.08,101,4.79,47.48,47.44,47.44,47.44,0,,,,,,
222,523,4908,前鼎,櫃,12/23,,47.4,+1.85,+4.06,4915,232,45.55,45.6,48.1,45.6,5.49,30.4,2.53,,,,
223,524,00778B,凱基金融債20+,櫃,12/23,,47.35,0,0,100,4.74,47.35,47.35,47.35,47.35,0,,,,,,
224,525,6625,必應,市,12/23,,47.05,-0.15,-0.32,5,0.24,47.2,47.3,47.3,47.05,0.53,,3.11,,,,
225,526,1315,達新,市,12/23,,46.95,+0.5,+1.08,482,22.6,46.45,46.45,47.2,46.45,1.61,12.8,1.11,,,,
226,527,3042,晶技,市,12/23,,46.9,+0.4,+0.86,4586,213,46.5,46.7,47.1,45.85,2.69,22.3,1.7,,,,
227,528,6166,凌華,市,12/23,,46.9,-0.05,-0.11,438,20.4,46.95,47,47,46.4,1.28,23.3,2.22,,,,
228,529,00751B,元大AAA至A公司債,櫃,12/23,,46.88,+0.07,+0.15,33425,1561,46.81,46.85,46.91,46.82,0.19,,,,,,
229,530,4735,豪展,櫃,12/23,,46.85,+0.2,+0.43,69,3.23,46.65,46.65,46.95,46.6,0.75,10.5,3.24,,,,
230,531,2881,富邦金,市,12/23,,46.65,-0.1,-0.21,9130,425,46.75,46.75,46.75,46.35,0.86,10.5,0.92,,,,
231,532,3005,神基,市,12/23,,46.65,+0.15,+0.32,1152,53.9,46.5,46.5,47.3,46.5,1.72,13.4,1.87,,,,
232,533,5209,新鼎,櫃,12/23,,46.6,-0.3,-0.64,21,0.98,46.9,46.9,47,46.6,0.85,14.1,2,,,,
233,534,4919,新唐,市,12/23,,46.55,-0.05,-0.11,992,46,46.6,46.6,46.9,46.1,1.72,17.9,2.56,,,,
234,535,8342,益張,櫃,12/23,,46.55,-0.1,-0.21,4,0.19,46.65,46.65,46.65,46,1.39,14.9,2.21,,,,
235,536,00772B,中信高評級公司債,櫃,12/23,,46.5,+0.23,+0.5,219,10.2,46.27,46.5,46.52,46.43,0.19,,,,,,
236,537,8908,欣雄,櫃,12/23,,46.5,+0.15,+0.32,6,0.3,46.35,46.6,46.6,46.5,0.22,22.6,3.55,,,,
237,538,1319,東陽,市,12/23,,46.45,-0.55,-1.17,1132,53,47,47.2,47.25,46.35,1.91,14,1.28,,,,
238,539,6556,勝品,櫃,12/23,,46.4,0,0,13,0.61,46.4,46.85,46.85,46.4,0.97,18.9,1.3,,,,
239,540,8924,大田,櫃,12/23,,46.35,-0.1,-0.22,108,5.02,46.45,46.45,46.75,46.3,0.97,8.62,1.7,,,,
240,541,4563,百德,櫃,12/23,,46.3,-0.05,-0.11,11,0.51,46.35,46.35,46.4,46.25,0.32,,1.62,,,,
241,542,00746B,富邦A級公司債,櫃,12/23,,46.25,+0.1,+0.22,102,4.72,46.15,46.22,46.25,46.22,0.07,,,,,,
242,543,2313,華通,市,12/23,,45.9,-0.9,-1.92,13865,640,46.8,46.8,46.8,45.5,2.78,19.4,2.23,,,,
243,544,00750B,凱基科技債10+,櫃,12/23,,45.83,+0.09,+0.2,101,4.63,45.74,45.81,45.83,45.81,0.04,,,,,,
244,545,00725B,國泰投資級公司債,櫃,12/23,,45.81,+0.15,+0.33,207,9.48,45.66,45.76,45.82,45.76,0.13,,,,,,
245,546,00777B,凱基AAA至A公司債,櫃,12/23,,45.8,-0.03,-0.07,100,4.58,45.83,45.8,45.8,45.8,0,,,,,,
246,547,2888A,新光金甲特,市,12/23,,45.8,+0.05,+0.11,122,5.57,45.75,45.75,45.85,45.75,0.22,0,,,,,
247,548,8916,光隆,櫃,12/23,,45.75,+0.25,+0.55,236,10.8,45.5,45.5,45.8,45.5,0.66,9.39,1.34,,,,
248,549,8039,台虹,市,12/23,,45.65,-0.15,-0.33,502,23,45.8,46.05,46.25,45.55,1.53,14.7,1.33,,,,
249,550,00726B,國泰5Y+新興債,櫃,12/23,,45.62,+0.04,+0.09,202,9.22,45.58,45.59,45.62,45.59,0.07,,,,,,
250,551,2542,興富發,市,12/23,,45.55,+0.1,+0.22,7427,340,45.45,45.65,46.25,45.55,1.54,12.3,1.66,,,,
251,552,00755B,群益15年IG公用債,櫃,12/23,,45.46,+0.07,+0.15,116,5.27,45.39,45.46,45.46,45.4,0.13,,,,,,
252,553,1503,士電,市,12/23,,45.45,-0.25,-0.55,52,2.36,45.7,45.7,45.7,45.15,1.2,15.2,1,,,,
253,554,2101,南港,市,12/23,,45.4,-2.1,-4.42,3918,181,47.5,47.5,47.7,45.4,4.84,36,3.4,,,,
254,555,8463,潤泰材,市,12/23,,45.4,+1,+2.25,334,15,44.4,44.85,45.55,44.3,2.82,64.9,2.96,,,,
255,556,00720B,元大投資級公司債,櫃,12/23,,45.36,+0.17,+0.38,207,9.41,45.19,45.27,45.42,45.27,0.33,,,,,,
256,557,006203,元大MSCI台灣,市,12/23,,45.35,+0.1,+0.22,5,0.23,45.25,45.27,45.35,45.14,0.46,0,,,,,
257,558,00775B,新光投等債15+,市,12/23,,45.34,+0.31,+0.69,2,0.09,45.03,45.34,45.34,45.34,0,0,,,,,
258,559,00785B,富邦金融投等債,櫃,12/23,,45.31,-0.03,-0.07,200,9.06,45.34,45.32,45.32,45.31,0.02,,,,,,
259,560,6221,晉泰,櫃,12/23,,45.2,-0.5,-1.09,38,1.7,45.7,45.8,45.85,44.5,2.95,10.4,2.08,,,,
260,561,6210,慶生,櫃,12/23,,45.1,-0.9,-1.96,292,13.2,46,46.05,46.05,45,2.28,12.3,1.92,,,,
261,562,00721B,元大中國債3-5,櫃,12/23,,45.09,+0.02,+0.04,194,8.75,45.07,45.07,45.1,45.07,0.07,,,,,,
262,563,00781B,國泰A級科技債,櫃,12/23,,45.08,+0.07,+0.16,202,9.11,45.01,45.02,45.08,45.02,0.13,,,,,,
263,564,00779B,凱基美債25+,櫃,12/23,,44.92,+0.22,+0.49,120,5.39,44.7,44.94,44.94,44.92,0.04,,,,,,
264,565,5878,台名,櫃,12/23,,44.85,+0.05,+0.11,1,0.05,44.8,44.85,44.85,44.85,0,15.4,2.18,,,,
265,566,00782B,國泰A級公用債,櫃,12/23,,44.82,+0.14,+0.31,200,8.96,44.68,44.82,44.82,44.82,0,,,,,,
266,567,8050,廣積,櫃,12/23,,44.8,+0.2,+0.45,294,13.2,44.6,44.7,44.85,44.5,0.78,39.6,1.58,,,,
267,568,00834B,第一金金融債10+,櫃,12/23,,44.66,+0.15,+0.34,100,4.47,44.51,44.66,44.66,44.66,0,,,,,,
268,569,00696B,富邦美債20年,櫃,12/23,,44.6,+0.17,+0.38,57587,2558,44.43,44.42,44.6,44.42,0.41,,,,,,
269,570,2421,建準,市,12/23,,44.55,+0.1,+0.22,1876,83.8,44.45,44.6,44.95,44.5,1.01,18.5,2.76,,,,
270,571,00724B,群益10年IG金融債,櫃,12/23,,44.51,+0.17,+0.38,119,5.3,44.34,44.34,44.62,44.34,0.63,,,,,,
271,572,00792B,群益A級公司債,櫃,12/23,,44.48,+0.16,+0.36,112,4.98,44.32,44.44,44.48,44.44,0.09,,,,,,
272,573,9924,福興,市,12/23,,44.35,+0.4,+0.91,194,8.56,43.95,43.95,44.35,43.9,1.02,9.56,1.56,,,,
273,574,00687B,國泰20年美債,櫃,12/23,,44.32,+0.14,+0.32,183,8.11,44.18,44.2,44.35,44.2,0.34,,,,,,
274,575,00764B,群益25年美債,櫃,12/23,,44.25,+0.23,+0.52,101,4.47,44.02,44.23,44.25,44.23,0.05,,,,,,
275,576,8478,東哥遊艇,市,12/23,,44.25,+0.1,+0.23,11,0.49,44.15,44.2,44.25,44.2,0.11,15.7,1.62,,,,
276,577,00723B,群益15年IG科技債,櫃,12/23,,44.2,+0.03,+0.07,113,4.99,44.17,44.18,44.2,44.18,0.05,,,,,,
277,578,00787B,元大10年IG醫療債,櫃,12/23,,44.19,+0.11,+0.25,130,5.74,44.08,44.2,44.2,44.1,0.23,,,,,,
278,579,00786B,元大10年IG銀行債,櫃,12/23,,44.18,+0.05,+0.11,207,9.14,44.13,44.13,44.18,44.13,0.11,,,,,,
279,580,1210,大成,市,12/23,,44.15,-0.55,-1.23,2504,111,44.7,45.05,45.05,44.05,2.24,15.2,1.93,,,,
280,581,4129,聯合,櫃,12/23,,44.15,-0.25,-0.56,46,2.04,44.4,44.05,44.65,44,1.46,27.2,1.54,,,,
281,582,8941,關中,櫃,12/23,,44,+0.05,+0.11,1,0.04,43.95,44,44,44,0,14.4,1.6,,,,
282,583,3014,聯陽,市,12/23,,43.95,-0.55,-1.24,785,34.6,44.5,44.5,44.5,43.8,1.57,14.6,1.83,,,,
283,584,3289,宜特,櫃,12/23,,43.95,-0.55,-1.24,1424,63.6,44.5,44.8,45.35,43.95,3.15,,1,,,,
284,585,6624,萬年清,櫃,12/23,,43.9,+0.6,+1.39,104,4.56,43.3,44,44.15,43.6,1.27,11.3,2.33,,,,
285,586,9945,潤泰新,市,12/23,,43.9,0,0,9931,439,43.9,44.2,44.9,43.9,2.28,4.05,0.53,,,,
286,587,00793B,群益AAA-A醫療債,櫃,12/23,,43.79,+0.2,+0.46,100,4.38,43.59,43.79,43.79,43.79,0,,,,,,
287,588,00799B,國泰A級醫療債,櫃,12/23,,43.78,+0.13,+0.3,215,9.41,43.65,43.73,43.78,43.73,0.11,,,,,,
288,589,2392,正崴,市,12/23,,43.75,+0.3,+0.69,3596,158,43.45,43.75,44.2,43.7,1.15,9.41,0.96,,,,
289,590,6115,鎰勝,市,12/23,,43.6,0,0,39,1.69,43.6,43.7,43.7,43.55,0.34,13.5,1.73,,,,
290,591,6212,理銘,櫃,12/23,,43.5,0,0,3,0.13,43.5,43.5,43.5,43.5,0,,2.13,,,,
291,592,00832B,新光美債20+,櫃,12/23,,43.49,+0.19,+0.44,55,2.39,43.3,43.35,43.49,43.34,0.35,,,,,,
292,593,9937,全國,市,12/23,,43.4,-0.15,-0.34,5,0.23,43.55,43.3,43.4,43.1,0.69,18.2,2.8,,,,
293,594,00835B,第一金科技債10+,櫃,12/23,,43.35,+0.15,+0.35,100,4.34,43.2,43.35,43.35,43.35,0,,,,,,
294,595,00836B,永豐10年A公司債,櫃,12/23,,43.26,+0.21,+0.49,104,4.5,43.05,43.24,43.26,43.23,0.07,,,,,,
295,596,1101,台泥,市,12/23,,43.25,+0.3,+0.7,14298,616,42.95,42.95,43.25,42.95,0.7,10.6,1.33,,,,
296,597,00670L,富邦NASDAQ正2,市,12/23,,43.2,+0.43,+1.01,196,8.47,42.77,43.16,43.25,43.16,0.21,0,,,,,
297,598,00788B,元大10年IG電能債,櫃,12/23,,43.08,+0.09,+0.21,318,13.7,42.99,43.02,43.11,43.02,0.21,,,,,,
298,599,6024,群益期,市,12/23,,43.05,0,0,58,2.51,43.05,43.05,43.05,43,0.12,14.2,1.55,,,,
299,600,6640,均華,櫃,12/23,,43,+0.1,+0.23,12,0.51,42.9,42.6,43,42.55,1.05,11.5,1.35,,,,
0,601,6541,泰福-KY,市,12/23,,42.95,-2.15,-4.77,849,36.9,45.1,44.95,44.95,42.2,6.1,,3.93,,,,
1,602,2472,立隆電,市,12/23,,42.85,-0.35,-0.81,431,18.6,43.2,43.45,43.65,42.85,1.85,12.7,1.67,,,,
2,603,3705,永信,市,12/23,,42.85,-0.15,-0.35,117,5.04,43,43,43.05,42.8,0.58,16.8,1.89,,,,
3,604,2459,敦吉,市,12/23,,42.8,+0.3,+0.71,124,5.27,42.5,42.5,42.8,42.5,0.71,10.9,1.05,,,,
4,605,2882,國泰金,市,12/23,,42.8,0,0,8687,371,42.8,42.65,42.8,42.65,0.35,12.5,0.84,,,,
5,606,00837B,永豐15年金融債,櫃,12/23,,42.75,+0.37,+0.87,122,5.21,42.38,42.71,42.75,42.69,0.14,,,,,,
6,607,1752,南光,櫃,12/23,,42.75,+1.35,+3.26,1743,74.1,41.4,41.55,43.15,41.15,4.83,26.9,2.07,,,,
7,608,4564,元翎,市,12/23,,42.7,-0.65,-1.5,700,30,43.35,43.1,43.2,42.65,1.27,12.5,1.75,,,,
8,609,00795B,中信美國公債20年,櫃,12/23,,42.62,+0.18,+0.42,222,9.46,42.44,42.55,42.64,42.55,0.21,,,,,,
9,610,3092,鴻碩,櫃,12/23,,42.6,-0.05,-0.12,147,6.28,42.65,42.75,43,42.55,1.06,9.3,2.04,,,,
10,611,3675,德微,櫃,12/23,,42.6,+0.1,+0.24,34,1.45,42.5,42.5,42.8,42.5,0.71,18.5,1.87,,,,
11,612,00679B,元大美債20年,櫃,12/23,,42.47,+0.13,+0.31,437,18.5,42.34,42.34,42.47,42.34,0.31,,,,,,
12,613,1419,新紡,市,12/23,,42.45,0,0,0.0,0,42.45,42.45,42.45,42.45,0,34.5,1.48,,,,
13,614,2105,正新,市,12/23,,42.45,-0.6,-1.39,3719,158,43.05,43,43,42.2,1.86,38.9,1.77,,,,
14,615,4999,鑫禾,市,12/23,,42.45,-0.1,-0.24,46,1.96,42.55,42.6,42.75,42.35,0.94,11.7,0.97,,,,
15,616,8271,宇瞻,市,12/23,,42.45,+0.75,+1.8,4302,181,41.7,42.4,43.2,40.9,5.52,12.5,1.58,,,,
16,617,00833B,第一金美債20+,櫃,12/23,,42.42,+0.25,+0.59,100,4.24,42.17,42.42,42.42,42.42,0,,,,,,
17,618,8038,長園科,櫃,12/23,,42.35,0,0,67,2.87,42.35,43.25,43.25,42.3,2.24,,4.05,,,,
18,619,00839B,凱基醫療保健債,櫃,12/23,,42.34,+0.14,+0.33,100,4.23,42.2,42.34,42.34,42.34,0,,,,,,
19,620,00842B,台新美元銀行債,櫃,12/23,,42.34,+0.16,+0.38,169,7.15,42.18,42.32,42.34,42.32,0.05,,,,,,
20,621,5469,瀚宇博,市,12/23,,42.2,-0.3,-0.71,1660,70.3,42.5,42.55,42.6,42.15,1.06,7.6,0.93,,,,
21,622,00647L,元大S&P500正2,市,12/23,,42.17,+0.34,+0.81,3,0.13,41.83,42.17,42.17,42.17,0,0,,,,,
22,623,0053,元大電子,市,12/23,,42.15,-0.16,-0.38,12,0.52,42.31,42.25,42.25,42.1,0.35,0,,,,,
23,624,8163,達方,市,12/23,,42.15,-1.2,-2.77,3122,133,43.35,43.1,43.2,42.1,2.54,11.7,1.37,,,,
24,625,00727B,國泰1-5Y高收債,櫃,12/23,,42.1,-0.01,-0.02,206,8.67,42.11,42.14,42.14,42.07,0.17,,,,,,
25,626,1784,訊聯,櫃,12/23,,42.1,-0.25,-0.59,180,7.63,42.35,42.6,42.7,42.05,1.53,145,1.87,,,,
26,627,4942,嘉彰,市,12/23,,42.1,-0.65,-1.52,868,36.7,42.75,42.75,42.75,42,1.75,9.48,0.84,,,,
27,628,00780B,國泰A級金融債,櫃,12/23,,42.01,+0.05,+0.12,200,8.4,41.96,42.01,42.01,42.01,0,,,,,,
28,629,00798B,國泰中企A級債7+,櫃,12/23,,41.99,+0.11,+0.26,200,8.4,41.88,41.99,41.99,41.99,0,,,,,,
29,630,00844B,新光15年IG金融債,櫃,12/23,,41.99,+0.12,+0.29,2,0.08,41.87,41.99,41.99,41.99,0,,,,,,
30,631,8358,金居,櫃,12/23,,41.95,-0.65,-1.53,4701,198,42.6,42.35,42.8,41.9,2.11,25.6,2.11,,,,
31,632,00841B,凱基AAA-AA公司債,櫃,12/23,,41.86,+0.11,+0.26,100,4.19,41.75,41.86,41.86,41.86,0,,,,,,
32,633,8427,基勝-KY,市,12/23,,41.8,+3.8,+10,19,0.8,38,41.8,41.8,41.8,0,26.3,1.13,,,,
33,634,9926,新海,市,12/23,,41.8,0,0,0.0,0,41.8,41.8,41.8,41.8,0,19.9,2.5,,,,
34,635,1231,聯華食,市,12/23,,41.75,0,0,150,6.27,41.75,41.75,41.8,41.7,0.24,15.1,2.13,,,,
35,636,00840B,凱基IG精選15+,櫃,12/23,,41.67,+0.13,+0.31,100,4.17,41.54,41.67,41.67,41.67,0,,,,,,
36,637,3147,大綜,櫃,12/23,,41.65,+0.15,+0.36,133,5.55,41.5,41.6,42.05,41.5,1.33,10.8,2.2,,,,
37,638,4745,合富-KY,櫃,12/23,,41.65,-0.2,-0.48,205,8.52,41.85,41.95,41.95,41.4,1.31,10.1,1.25,,,,
38,639,5403,中菲,櫃,12/23,,41.65,+0.25,+0.6,93,3.88,41.4,41.5,41.9,41.5,0.97,12.2,2.09,,,,
39,640,2375,凱美,市,12/23,,41.6,+0.3,+0.73,4046,170,41.3,42.1,42.45,41.6,2.06,35.2,1.12,,,,
40,641,2115,六暉-KY,市,12/23,,41.5,+0.35,+0.85,42,1.72,41.15,41.1,41.7,41.1,1.46,14.4,1.58,,,,
41,642,3037,欣興,市,12/23,,41.5,-2.6,-5.9,51399,2176,44.1,44.05,44.05,41.2,6.46,20.6,1.41,,,,
42,643,4401,東隆興,櫃,12/23,,41.5,+0.5,+1.22,110,4.56,41,41,41.85,41,2.07,18.9,1.96,,,,
43,644,5439,高技,櫃,12/23,,41.45,+0.15,+0.36,192,7.96,41.3,41.45,41.6,41.3,0.73,14.2,2.21,,,,
44,645,6187,萬潤,櫃,12/23,,41.35,+0.8,+1.97,212,8.75,40.55,40.6,41.5,40.55,2.34,28.1,2.03,,,,
45,646,3167,大量,市,12/23,,41.3,-0.1,-0.24,99,4.1,41.4,41.45,41.5,41.05,1.09,16.1,1.87,,,,
46,647,3438,類比科,櫃,12/23,,41.3,-1.4,-3.28,1625,67.6,42.7,42.4,42.4,40.9,3.51,,2.01,,,,
47,648,6123,上奇,櫃,12/23,,41.3,+0.3,+0.73,80,3.32,41,41.2,41.35,41.05,0.73,12.1,2.31,,,,
48,649,8404,百和興業-KY,市,12/23,,41.3,-0.2,-0.48,38,1.57,41.5,41.5,41.6,41.3,0.72,29.3,2.7,,,,
49,650,3017,奇鋐,市,12/23,,41.25,+0.1,+0.24,5548,229,41.15,41.1,41.6,41.1,1.22,16.8,1.65,,,,
50,651,3036,文曄,市,12/23,,41.25,+0.05,+0.12,1405,57.9,41.2,41.2,41.35,41.1,0.61,10.1,1.04,,,,
51,652,00697B,元大美債7-10,櫃,12/23,,41.22,+0.04,+0.1,125,5.15,41.18,41.16,41.22,41.15,0.17,,,,,,
52,653,2065,世豐,櫃,12/23,,41.2,+0.1,+0.24,50,2.06,41.1,41.1,41.2,41,0.49,9.36,1.3,,,,
53,654,00748B,凱基中國債3-10,櫃,12/23,,41.16,+0.01,+0.02,100,4.12,41.15,41.16,41.16,41.16,0,,,,,,
54,655,00744B,國泰中國政金債5+,櫃,12/23,,41.1,+0.06,+0.15,245,10.1,41.04,41.1,41.13,41.09,0.1,,,,,,
55,656,4746,台耀,市,12/23,,40.95,-0.15,-0.36,506,20.8,41.1,41.55,41.55,40.55,2.43,21.6,0.91,,,,
56,657,6188,廣明,櫃,12/23,,40.95,+0.8,+1.99,2139,87.2,40.15,40.75,40.95,40.5,1.12,17.7,1.43,,,,
57,658,3684,榮昌,櫃,12/23,,40.8,+0.3,+0.74,49,2.01,40.5,41.05,41.2,40.75,1.11,9.62,1.98,,,,
58,659,00862B,中信投資級公司債,櫃,12/23,,40.77,+0.19,+0.47,233,9.5,40.58,40.8,40.8,40.72,0.2,,,,,,
59,660,00867B,新光A-BBB電信債,櫃,12/23,,40.75,+0.17,+0.42,26,1.06,40.58,40.75,40.75,40.75,0,,,,,,
60,661,3511,矽瑪,櫃,12/23,,40.75,-0.2,-0.49,312,12.8,40.95,41.2,41.25,40.75,1.22,11.9,2.56,,,,
61,662,00741B,富邦全球高收債,櫃,12/23,,40.65,+0.02,+0.05,248,10.1,40.63,40.63,40.65,40.63,0.05,,,,,,
62,663,4139,馬光-KY,櫃,12/23,,40.6,-0.4,-0.98,7,0.29,41,40.75,40.9,40.6,0.73,,3.77,,,,
63,664,1598,岱宇,市,12/23,,40.55,+0.5,+1.25,238,9.71,40.05,40.1,41.2,40.1,2.75,17.6,2.05,,,,
64,665,6655,科定,市,12/23,,40.55,0,0,44,1.79,40.55,40.55,40.8,40.55,0.62,18.5,1.29,,,,
65,666,00863B,中信全球電信債,櫃,12/23,,40.5,+0.12,+0.3,261,10.6,40.38,40.53,40.53,40.49,0.1,,,,,,
66,667,5522,遠雄,市,12/23,,40.5,-0.3,-0.74,768,31.3,40.8,40.8,41,40.45,1.35,13.7,0.8,,,,
67,668,4148,全宇生技-KY,市,12/23,,40.45,-0.45,-1.1,35,1.42,40.9,40.8,41.1,40.45,1.59,41.3,1.26,,,,
68,669,00784B,富邦中國投等債,櫃,12/23,,40.39,-0.02,-0.05,200,8.08,40.41,40.45,40.45,40.39,0.15,,,,,,
69,670,00797B,中信中國美元IG債,櫃,12/23,,40.35,+0.12,+0.3,222,8.95,40.23,40.23,40.35,40.23,0.3,,,,,,
70,671,4164,承業醫,市,12/23,,40.35,-0.05,-0.12,182,7.35,40.4,40.4,40.7,40.2,1.24,14.1,1.11,,,,
71,672,00694B,富邦美債1-3,櫃,12/23,,40.33,+0.02,+0.05,303,12.2,40.31,40.3,40.33,40.26,0.17,,,,,,
72,673,2643,捷迅,櫃,12/23,,40.3,+0.3,+0.75,36,1.45,40,40,40.5,39.95,1.37,10.7,1.59,,,,
73,674,4552,力達-KY,市,12/23,,40.3,-0.3,-0.74,150,6.07,40.6,40.6,40.7,40.1,1.48,10.4,0.81,,,,
74,675,00848B,中信新興亞洲債,櫃,12/23,,40.15,+0.12,+0.3,222,8.91,40.03,40.14,40.17,40.1,0.17,,,,,,
75,676,6184,大豐電,市,12/23,,40.1,+0.05,+0.12,73,2.92,40.05,40.1,40.4,40.1,0.75,12.3,1.45,,,,
76,677,8938,明安,櫃,12/23,,40.1,0,0,103,4.13,40.1,40.05,40.15,40.05,0.25,8.25,1.38,,,,
77,678,9935,慶豐富,市,12/23,,40.05,-0.1,-0.25,537,21.6,40.15,40.15,40.75,40,1.87,24.7,3.41,,,,
78,679,00855B,富邦全球能源債,櫃,12/23,,40.01,+0.04,+0.1,202,8.09,39.97,40.03,40.03,40.01,0.05,,,,,,
79,680,6242,立康,櫃,12/23,,40,0,0,2,0.09,40,40,40,40,0,12.7,1.93,,,,
80,681,7402,邑錡,櫃,12/23,,40,0,0,8,0.33,40,39.7,40,39.45,1.37,22,2.68,,,,
81,682,00854B,富邦全球保險債,櫃,12/23,,39.99,+0.01,+0.03,201,8.04,39.98,40.02,40.02,39.99,0.08,,,,,,
82,683,2464,盟立,市,12/23,,39.95,-0.2,-0.5,415,16.6,40.15,40.15,40.3,39.95,0.87,9.14,1.93,,,,
83,684,3693,營邦,櫃,12/23,,39.95,+0.35,+0.88,16,0.64,39.6,39.6,40.2,39.5,1.77,,1,,,,
84,685,9904,寶成,市,12/23,,39.95,-0.25,-0.62,5800,232,40.2,40.3,40.4,39.7,1.74,8.67,1,,,,
85,686,5321,友銓,櫃,12/23,,39.9,+0.05,+0.13,36,1.44,39.85,39.55,40.45,39.45,2.51,18.6,2.71,,,,
86,687,00845B,富邦新興投等債,櫃,12/23,,39.82,+0.02,+0.05,207,8.24,39.8,39.83,39.87,39.82,0.13,,,,,,
87,688,5706,鳳凰,市,12/23,,39.8,+0.2,+0.51,78,3.09,39.6,39.6,40,39.6,1.01,11.9,2.22,,,,
88,689,2633,台灣高鐵,市,12/23,,39.7,+1.55,+4.06,26981,1054,38.15,38.5,39.7,38.2,3.93,27.4,3.23,,,,
89,690,00846B,富邦歐洲銀行債,櫃,12/23,,39.68,-0.03,-0.08,201,7.99,39.71,39.73,39.73,39.68,0.13,,,,,,
90,691,00658L,國泰日本正2,市,12/23,,39.67,0,0,0,0,39.67,39.67,39.67,39.67,0,0,,,,,
91,692,5223,安力-KY,櫃,12/23,,39.65,-0.35,-0.88,34,1.35,40,40,40,39.65,0.88,10.5,1.15,,,,
92,693,00868B,FT1-3年美公債,櫃,12/23,,39.6,0,0,100,3.96,39.6,39.6,39.6,39.6,0,,,,,,
93,694,00865B,國泰US短期公債,市,12/23,,39.59,-0.03,-0.08,25,0.99,39.62,39.6,39.62,39.58,0.1,0,,,,,
94,695,00847B,中信美國市政債,櫃,12/23,,39.57,+0.12,+0.3,233,9.22,39.45,39.52,39.59,39.52,0.18,,,,,,
95,696,00745B,富邦中政債0-1,櫃,12/23,,39.56,+0.01,+0.03,100,3.96,39.55,39.56,39.56,39.56,0,,,,,,
96,697,00869B,FT10-25年公司債,櫃,12/23,,39.5,+0.14,+0.36,100,3.95,39.36,39.5,39.5,39.5,0,,,,,,
97,698,5305,敦南,市,12/23,,39.5,-0.1,-0.25,139,5.52,39.6,39.55,39.7,39.5,0.51,19.8,1.64,,,,
98,699,6143,振曜,櫃,12/23,,39.5,0,0,132,5.23,39.5,39.7,39.8,39.5,0.76,11.6,1.64,,,,
99,700,00864B,中信美國公債0-1,櫃,12/23,,39.46,+0.05,+0.13,210,8.28,39.41,39.43,39.46,39.43,0.08,,,,,,
100,701,3702,大聯大,市,12/23,,39.45,+0.35,+0.9,2947,116,39.1,39.1,39.45,38.9,1.41,11.7,1.14,,,,
101,702,00831B,新光美債1-3,櫃,12/23,,39.43,-0.02,-0.05,67,2.64,39.45,39.44,39.44,39.43,0.03,,,,,,
102,703,2035,唐榮,櫃,12/23,,39.4,+0.4,+1.03,16,0.62,39,39.4,39.4,39.2,0.51,,2.58,,,,
103,704,00849B,中信EM主權債0-5,櫃,12/23,,39.38,+0.03,+0.08,243,9.57,39.35,39.4,39.4,39.34,0.15,,,,,,
104,705,00765B,群益中國政金債,櫃,12/23,,39.37,-0.02,-0.05,100,3.94,39.39,39.37,39.37,39.37,0,,,,,,
105,706,00859B,群益0-1年美債,櫃,12/23,,39.32,0,0,104,4.09,39.32,39.31,39.32,39.29,0.08,,,,,,
106,707,00860B,群益1-5年IG債,櫃,12/23,,39.3,-0.04,-0.1,100,3.93,39.34,39.3,39.3,39.3,0,,,,,,
107,708,5371,中光電,櫃,12/23,,39.3,0,0,506,19.9,39.3,39.4,39.5,39.2,0.76,11.7,0.8,,,,
